datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2013-02-07 10:19:35-02"	UMC	HUMC	1438	"Qualea grandiflora"	S	Plantae				Vochysiaceae	Qualea	grandiflora								indet		"Tomasulo, P.L."						"Southern America"	Brazil	"São Paulo"	Itatinga	"Fazenda São José."	0	0	-48.61	-23.1	28219								0					
"2013-02-07 10:19:35-02"	UMC	HUMC	1951	"Qualea grandiflora"	S	Plantae				Vochysiaceae	Qualea	grandiflora								799		"J.L.S Tannus"	2004	12	22			"Southern America"	Brazil	"São Paulo"	"Rio Claro"	"Fazenda São José"	0	0	-47.56	-22.41	21773								0					
"2013-02-07 10:19:02-02"	UMC	HUMC	3646	"Rapanea ferruginea"	S	Plantae				Myrsinaceae	Rapanea	ferruginea		Mez						08		"P. Sanches"	2004	09	22			"Southern America"	Brazil	"São Paulo"	"Mogi das Cruzes"	"C. de Souza, A.P.A Várzea, Estrada do Afia Faca habitat: Mata Ciliar"	0	0	-46.1883	-23.5228	28666								0					
"2013-02-07 10:17:46-02"	UMC	HUMC	2	"Rollinia sylvatica"	S	Plantae				Annonaceae	Rollinia	sylvatica				2003	04	29		40		"Sakagushi, R.T."	2003	04	29			"Southern America"	Brazil	"São Paulo"	"Mogi das Cruzes"		0	0	-46.1883	-23.5228	28666								0					
"2013-02-07 10:19:26-02"	UMC	HUMC	1457	"Solanum lycocarpum"	S	Plantae				Solanaceae	Solanum	lycocarpum								432		"Tomasulo, P.L."	1997	02	17			"Southern America"	Brazil	"São Paulo"	Itatinga	"Fazenda São José."	0	0	-48.61	-23.1	28219								0					
"2013-02-07 10:19:26-02"	UMC	HUMC	3771	"Solanum lycocarpum"	S	Plantae				Solanaceae	Solanum	lycocarpum								1		"M.A. Nakano., E.F."	2007	04	14			"Southern America"	Brazil	"São Paulo"	"São Carlos"	"Reserva de Cerrado da UFSCar Cerrado."	-41.8825	-21.97											0				"Folhas verde-escuras grandes e com textura aveludada, face abaxial mais clara que a adaxial. Filotaxia alterna. Flores arroxeadas, anteras amarelas. Arbóresa, 3m;"	
"2013-02-07 10:19:01-02"	UMC	HUMC	1424	"Tibouchina stenocarpa"	S	Plantae				Melastomataceae	Tibouchina	stenocarpa								indet		"Tomasulo, P.L."	1997	02	07			"Southern America"	Brazil	"São Paulo"	Itatinga	"Fazenda São José."	0	0	-48.61	-23.1	28219								0					
"2013-02-07 10:19:35-02"	UMC	HUMC	1458	"Vochysia tucanorum"	S	Plantae				Vochysiaceae	Vochysia	tucanorum								486		"Tomasulo, P.L."	1997	02	25			"Southern America"	Brazil	"São Paulo"	Itatinga	"Fazenda São José."	0	0	-48.61	-23.1	28219								0					
"2013-04-01 09:14:41-03"	IPT	BCTW	662	"Aegiphila sellowiana"	S	Plantae	Magnoliophyta	Magnoliopsida			Aegiphila	sellowiana		Cham.															Brasil	"São Paulo"	"São Paulo"	"Horto Florestal"	0	0	-46.63	-23.54	53584													
"2013-04-01 09:17:31-03"	IPT	BCTW	2903	"Gochnatia polymorpha"	S	Plantae	Magnoliophyta	Magnoliopsida			Gochnatia	polymorpha		"(Less.) Cabrera"															Brasil	"São Paulo"	"Capão Bonito"	"Alta Sorocabana, km 316"	0	0	-48.34	-24	39505													
"2013-04-01 09:17:31-03"	IPT	BCTW	36	"Gochnatia polymorpha"	S	Plantae	Magnoliophyta	Magnoliopsida			Gochnatia	polymorpha		"(Less.) Cabrera"															Brasil	"São Paulo"		"Serra da Cantareira"	0	0																
"2013-04-01 09:17:31-03"	IPT	BCTW	35	"Gochnatia polymorpha"	S	Plantae	Magnoliophyta	Magnoliopsida			Gochnatia	polymorpha		"(Less.) Cabrera"															Brasil	"São Paulo"	"São Paulo"	"Parque Nacional das Fontes do Ipiranga (PEFI)"	0	0	-46.63	-23.54	53584													
"2013-04-01 09:17:31-03"	IPT	BCTW	13323	"Gochnatia polymorpha"	S	Plantae	Magnoliophyta	Magnoliopsida			Gochnatia	polymorpha		"(Less.) Cabrera"															Brasil	"São Paulo"	Avaré		0	0	-48.92	-23.09	29856													
"2013-04-01 09:17:31-03"	IPT	BCTW	12192	"Gochnatia polymorpha"	S	Plantae	Magnoliophyta	Magnoliopsida			Gochnatia	polymorpha		"(Less.) Cabrera"	IPT														Brasil	"São Paulo"	Eldorado		0	0	-48.1	-24.52	38804													
"2013-04-01 09:19:07-03"	IPT	BCTW	1192	"Pera obovata"	S	Plantae	Magnoliophyta	Magnoliopsida			Pera	obovata		BaiLinnaeusLinnaeuson															Brasil	"São Paulo"		"Serra da Cantareira"	0	0																
"2013-04-01 09:19:07-03"	IPT	BCTW	4229	"Pera obovata"	S	Plantae	Magnoliophyta	Magnoliopsida			Pera	obovata		Baillon	IPT														Brasil	"São Paulo"		"Alta Sorocabana"	0	0																
"2013-04-01 09:19:21-03"	IPT	BCTW	18762	"Pouteria ramiflora"	S	Plantae	Magnoliophyta	Magnoliopsida			Pouteria	ramiflora		"(Mart.) Radlk."															Brasil	"São Paulo"	Lutécia		0	0	-50.39	-22.34	19776													
"2013-04-01 09:19:22-03"	IPT	BCTW	2670	"Pouteria torta"	S	Plantae	Magnoliophyta	Magnoliopsida			Pouteria	torta		"(Mart.) Radlk."															Brasil	"São Paulo"	"São Paulo"	"Jardim Botânico"	0	0	-46.63	-23.54	53584													
"2013-04-01 09:19:22-03"	IPT	BCTW	4444	"Pouteria torta"	S	Plantae	Magnoliophyta	Magnoliopsida			Pouteria	torta		"(Mart.) Radlk."	"Moysés Kuhlmann"														Brasil	"São Paulo"	Paranapiacaba		0	0															"Sinonímia: Lucuma torta"	
"2013-04-01 09:19:32-03"	IPT	BCTW	11246	"Qualea grandiflora"	S	Plantae	Magnoliophyta	Magnoliopsida			Qualea	grandiflora		Martius	"João Mattos"					44		"Leg R.A.Pinho"	1963	11	21				Brasil	"São Paulo"	"São Simão"		0	0	-47.55	-21.47	27881													
"2013-04-01 09:19:32-03"	IPT	BCTW	11247	"Qualea multiflora"	S	Plantae	Magnoliophyta	Magnoliopsida			Qualea	multiflora		Martius	"João Mattos"					44		"Leg R.A.Pinho"	1963	11	21				Brasil	"São Paulo"	"São Simão"		0	0	-47.55	-21.47	27881													
"2013-04-01 09:19:44-03"	IPT	BCTW	11242	"Schefflera vinosa"	S	Plantae	Magnoliophyta	Magnoliopsida			Schefflera	vinosa		"(Cham. & Schltdl.) frodin & Fiaschi"						26		"Jaccoud, R.J.S."	1961	07	08				Brasil	"São Paulo"	"São Simão"		0	0	-47.55	-21.47	27881												"Sinonímia: Didymopanax vinosum"	
"2013-04-01 09:20:25-03"	IPT	BCTW	11252	"Vochysia tucanorum"	S	Plantae	Magnoliophyta	Magnoliopsida			Vochysia	tucanorum		Mart.	"J. Mattos"					46		"Pinho, R.A."	1963	11	21				Brasil	"São Paulo"	"São Simão"		0	0	-47.55	-21.47	27881												"amostra de madeira 156"	
"2013-04-01 09:20:25-03"	IPT	BCTW	3655	"Vochysia tucanorum"	S	Plantae	Magnoliophyta	Magnoliopsida			Vochysia	tucanorum		Martius															Brasil	"São Paulo"	"São Paulo"	"Parque Nacional das Fontes do Ipiranga (PEFI)"	0	0	-46.63	-23.54	53584													
"2014-07-30 10:40:41-03"	CITSF	HXBH	015197	"Schefflera vinosa (cham. & schldt.) frodin & fiaschi"	S	Plantae				Araliaceae	Schefflera	"vinosa (cham. & schldt.) frodin & fiaschi"										"Lombardi, J.A. et al."	1996	10	20				BR	SP	Corumbataí	"Reserva da UNESP"	0	0	-47.62	-22.22	14989												"Inflorescência ferrugínea. Frutos imaturos verdes."	
"2014-09-23 11:02:25-03"	G	G-DC	G00142543	"Styrax pohlii"	S	Plantae				Styracaceae	Styrax	pohlii		"A. DC."	CAT.HERB.PRODR.	2007	01	01	"SYNTYPUS of Styrax pohlii A. DC."	728		"Lund, P. W."	1835		00			"AMERIQUE DU SUD"	Brazil	"São Paulo"			-48.65972222	-22.40444444															"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=122583&base=img&lang=en"	G00142543
"2014-09-23 11:02:25-03"	G	G-DC	G00142620	"Styrax pohlii"	S	Plantae				Styracaceae	Styrax	pohlii		"A. DC."	CAT.HERB.PRODR.	2007	01	01				"Lund, P. W."	1833		00			"AMERIQUE DU SUD"	Brazil	"São Paulo"			-48.65972222	-22.40444444															"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=122582&base=img&lang=en"	G00142620
"2015-02-10 11:46:32-02"	BM	SOLANACEAE_SOURCE_BR	74406	"Solanum lycocarpum"	O	Plantae	Magnoliophyta	Dicotyledoneae	Solanales	Solanaceae	Solanum	lycocarpum		A.St.-Hil.	"Farruggia, F."	2010	01	01		895		"Sendulsky, T."	1968	11	22			"Southern America"	Brazil	"São Paulo"	Botucatú		0	0	-48.44	-22.88	40412									5774662			Cerrado	
"2015-02-23 14:18:21-03"	E	E	E00615520	"Daphnopsis fasciculata"	S	Plantae				Thymelaeaceae	Daphnopsis	fasciculata								"R. 4851"		"Ratter, J.A.; Argent, G.C.G.; Gibbs, P.E.; Shepherd, G.J. & de Rocha, D.M.S."	1983	11	13				Brasil	"Sao Paulo"		"Floresta de Angatuba, Instituto Florestal de SP."	-48.416667	-23.45										"herbarium specimen of unspecified type"		BGBASE:638451			"Vegetative ecological voucher. <a href=\"http://data.rbge.org.uk/herb/E00615520\" target=\"_blank\">more info</a>"	E00615520
"2015-02-23 14:18:18-03"	E	E	E00105969	"Styrax ferrugineus"	S	Plantae				Styracaceae	Styrax	ferrugineus								R4904		"Ratter, James Alexander"	1983	11	19				Brasil	"State of Sao Paulo"		"Floresta de Angatuba, Instituto Florestal de SP."	-48.416667	-23.45										"herbarium specimen of unspecified type"		BGBASE:115451			"<a href=\"http://data.rbge.org.uk/herb/E00105969\" target=\"_blank\">more info</a>"	E00105969
"2015-07-02 14:43:01-03"	JBP	HPL	13700	"Aegiphila sellowiana"	S	Plantae				Verbenaceae	Aegiphila	sellowiana		Cham.	"J.A. Pastore"	2001	02	19		963		"J.A. Pastore; C. Moura"	2001	02	16				Brasil	SP	"São Vicente"	"Parque Estadual Xixová-Japuí, região de Paranapuã, em barranco frente ao mar. SPSF-27770."	-46.371944	-23.976944																
"2015-07-02 14:42:10-03"	JBP	HPL	1305	"Chromolaena maximilianii"	S	Plantae				Asteraceae	Chromolaena	maximilianii		"(Schrad ex DC.) R.M. King & H. Rob."	V.C.Souza	2011	02	10		2296		"H. Lorenzi"	2000	03	30				Brasil	SP	"Nova Odessa"	"Em area de pastagem de varzea."	0	0	-47.29	-22.77	8440													
"2015-07-02 14:04:25-03"	JBP	HPL	10355	"Daphnopsis fasciculata"	S	Plantae				Thymelaeaceae	Daphnopsis	fasciculata			"R. Tsuji"	2008	08	21		2716		"R. Tsuji"	2008	08	21				Brasil	SP	Itaiaçupeba	"Coletado nas proximidades do município de Itaiaçupeba; em área de vegetação de Floresta Ombrófila."	0	0																
"2015-07-02 14:43:01-03"	JBP	HPL	13698	"Daphnopsis fasciculata"	S	Plantae				Thymelaeaceae	Daphnopsis	fasciculata		"(Meisn.) Nevling"	"G.A.D.C. Franco"	2008	07	10		8		"M. Del Bel, R.T. Polisel, R.L.R. dos Santos"	2008	05	20				Brasil	SP	Mairiporã	"Parque Estadual da Cantareira, Núcleo Águas Claras, subosque de reflorestamento de araucárias (SAD76, Zona 23). SPSF-40069."	-46.633611	-23.420556					1077	1077										
"2015-07-02 14:42:11-03"	JBP	HPL	10766	"Gochnatia polymorpha"	S	Plantae				Asteraceae	Gochnatia	polymorpha		"(Less.) Cabrera"	"A. Campos-Rocha"	2007	11	24		108		"A. Campos-Rocha, R. Goffi & M. Moia"	2007	11	24				Brasil	SP	Americana	"Coletado na Gruta Dainese."	0	0	-47.33	-22.73	13346													
"2015-07-02 14:42:11-03"	JBP	HPL	7959	"Gochnatia polymorpha"	S	Plantae				Asteraceae	Gochnatia	polymorpha			"R. Tsuji"	2007	03	21		1847		"R. Tsuji & A. Campos-Rocha"	2007	03	21				Brasil	SP	Pardinho	"Coletado em beira de estrada de terra sentido Rodovia Castelo Branco - em área de cerrado."	0	0	-48.37	-23.08	14628													
"2015-07-02 14:04:29-03"	JBP	HPL	12107	"Lantana camara"	S	Plantae				Verbenaceae	Lantana	camara		L.	"T.R.S. Silva"	1998	10	10		53		"A.C. Dias"	1985	08	20				Brasil	SP	"São Miguel Arcanjo"	"Coletado no Parque Estadual de Carlos Botelho."	0	0	-47.99	-23.87	27904													
"2015-07-02 14:04:29-03"	JBP	HPL	8109	"Lantana camara"	S	Plantae				Verbenaceae	Lantana	camara			"H. Lorenzi"	1994	05	28		1551		"H. Lorenzi"	1994	05	28				Brasil	SP	Piracicaba	"Coletado em jardim residencial no bairro Jardim Europa."	0	0	-47.64	-22.72	44778													
"2015-07-02 14:04:17-03"	JBP	HPL	7767	"Pouteria torta"	S	Plantae				Sapotaceae	Pouteria	torta			"H. Lorenzi"	1998	08	19		239		"E.R. Salviani"	1998	08	19				Brasil	SP	Botucatu	"Coletado ca. 5km do Divisor Botucatu-Anhembi - em área de cerrado, 600m.s.m."	0	0	-48.44	-22.88	40412													
"2015-07-02 14:04:17-03"	JBP	HPL	7768	"Pouteria torta"	S	Plantae				Sapotaceae	Pouteria	torta			"H. Lorenzi"	1998	08	14		235		"E.R. Salviani"	1998	08	14				Brasil	SP	Analândia	"Coletado no acostamento da estrada para Pirassununga - em área de cerrado."	0	0	-47.66	-22.12	14271													
"2015-07-02 14:04:33-03"	JBP	HPL	8737	"Qualea cf. grandiflora"	S	Plantae				Vochysiaceae	Qualea	"cf. grandiflora"								1285		"H. Lorenzi"	1994	01	24				Brasil	SP	"Mogi Mirim"	"Coletado no Horto Florestal; em área de cerrado."	0	0	-46.95	-22.43	19575													
"2015-07-02 14:04:33-03"	JBP	HPL	8751	"Qualea cf. multiflora"	S	Plantae				Vochysiaceae	Qualea	"cf. multiflora"								1015		"G.F. Arbocz"	1994	11	27				Brasil	SP	"Mogi Mirim"	"Coletado no Horto Florestal; em área de cerrado."	0	0	-46.95	-22.43	19575													
"2015-07-02 14:04:33-03"	JBP	HPL	8738	"Qualea grandiflora"	S	Plantae				Vochysiaceae	Qualea	grandiflora			"G.F. Arbocz"	1996	11	09		1850		"G.F. Arbocz"	1996	11	09				Brasil	SP	"Mogi Mirim"	"Coletado no Horto Florestal."	0	0	-46.95	-22.43	19575													
"2015-07-02 14:04:33-03"	JBP	HPL	8752	"Qualea multiflora"	S	Plantae				Vochysiaceae	Qualea	multiflora			"G.F. Arbocz"	1995	12	04		1988		"G.F. Arbocz"	1995	12	04				Brasil	SP	Aguaí	"Coletado nas proximidades do município de Aguaí."	0	0	-46.97	-22.05	25812													
"2015-07-02 14:04:33-03"	JBP	HPL	8755	"Qualea multiflora"	S	Plantae				Vochysiaceae	Qualea	multiflora			"A. Amaral Jr."	1999	04	12		447		"J.A. Amaral Jr., J.O. Mendonça et al."	1999	04	12				Brasil	SP	Bataguassu	"Coletado na margem direita do Rio Paraná (Rio Pardo), Posto Fiscal - Quinze Novo, em solo arenoso e área de cerrado a ser inundada. S 21° 41' 28,8\"; W 52° 12' 0,6\"."	0	0																
"2015-07-02 14:04:19-03"	JBP	HPL	10784	"Siparuna guianensis"	S	Plantae				Siparunaceae	Siparuna	guianensis		Aubl.	"R. Tsuji"	2008	02	10		166		"A. Campos-Rocha, R. Goffi & M. Moia"	2008	02	01				Brasil	SP	Americana		0	0	-47.33	-22.73	13346													
"2015-07-02 14:04:19-03"	JBP	HPL	5197	"Siparuna guianensis"	S	Plantae				Siparunaceae	Siparuna	guianensis		Aubl.	"V.C. Souza"	2011	03	05		1287		"H. Lorenzi"	1994	01	24				Brasil	SP	"Mogi Mirim"	"Coletado no horto florestal, em cerrado."	0	0	-46.95	-22.43	19575													
"2015-07-02 14:04:24-03"	JBP	HPL	9068	"Styrax camporum"	S	Plantae				Styracaceae	Styrax	camporum		Pohl	"H. Lorenzi"	1991	10	23		65		"H. Lorenzi"	1991	10	23				Brasil	SP	Sertãozinho	"Coletado na Mata do IZ."	0	0	-47.99	-21.13	19376													
"2015-07-02 14:04:24-03"	JBP	HPL	9083	"Styrax ferrugineus"	S	Plantae				Styracaceae	Styrax	ferrugineus		"Nees & Mart."	"H. Lorenzi"	1991	09	30		50		"H. Lorenzi"	1991	09	30				Brasil	SP	Nuporanga	"Coletado em área de mata semidecidual."	0	0	-47.73	-20.73	17557													
"2015-07-02 14:04:24-03"	JBP	HPL	9112	"Styrax ferrugineus"	S	Plantae				Styracaceae	Styrax	ferrugineus		"Nees & Mart."	"H. Lorenzi"	1992	07	01		115		"H. Lorenzi"	1992	07	01				Brasil	SP	"São José da Bela Vista"	"Coletado na estrada para Nuporanga em área de cerrado"	0	0	-47.64	-20.59	12507													
"2015-07-02 14:04:24-03"	JBP	HPL	9172	"Styrax ferrugineus"	S	Plantae				Styracaceae	Styrax	ferrugineus		"Nees & Mart."	"H. Lorenzi"	1993	05	26		212		"H. Lorenzi"	1993	05	26				Brasil	SP	Aguaí	"Coletado nas proximidades da cidade em área de cerrado."	0	0	-46.97	-22.05	25812													
"2015-07-02 14:04:24-03"	JBP	HPL	7855	"Styrax pohlii"	S	Plantae				Styracaceae	Styrax	pohlii			"G.F. Arbocz"	1996	08	05		1460		"G.F. Arbocz"	1996	08	05				Brasil	SP	Itaqui	"Coletado nas proximidades do município de Itaqui - em área de cerrado."	0	0																
"2015-07-02 14:04:24-03"	JBP	HPL	7858	"Styrax pohlii"	S	Plantae				Styracaceae	Styrax	pohlii			"H. Lorenzi"	1994	01	27		1295		"H. Lorenzi"	1994	01	27				Brasil	SP	Pardinho	"Coletado na estrada de terra do contorno Pardinho - estrada velha de acesso a Castelo Branco-Pardinho, no alto da serra."	0	0	-48.37	-23.08	14628													
"2015-07-02 14:04:24-03"	JBP	HPL	7859	"Styrax pohlii"	S	Plantae				Styracaceae	Styrax	pohlii			"H. Lorenzi"	1993	11	24		1170		"H. Lorenzi"	1993	11	24				Brasil	SP	Mogi-Guaçu	"Coletado na estrada de terra que liga a Vila do Cajú a Martinho Prado - em área de mata ciliar úmida."	0	0																
"2015-07-02 14:04:24-03"	JBP	HPL	11023	"Symplocos pubescens"	S	Plantae				Symplocaceae	Symplocos	pubescens		"Klotzsch ex. Benth."	"J.B. Baitello"	2008	03	03		21		"A.P. Ribeiro, O.T. Aguiar & J.B. Baitello"	2008	02	26				Brasil	SP	Itapeva	"Coletado na Estação Ecológica, trilha da Vila. S 24° 4' 51\"; W 49° 4' 7\" (750m.s.m.)"	0	0	-48.87	-23.98	42926													
"2015-07-02 14:04:24-03"	JBP	HPL	7998	"Symplocos pubescens"	S	Plantae				Symplocaceae	Symplocos	pubescens			"M.L Kawasaki"	1996	12	01		1179		"H. Lorenzi"	1993	11	24				Brasil	SP	"Mogi Guaçu"	"Coletado na Reserva Estadual de Mogi Guaçu (área do Instituto de Botânica) - em região de cerrado."	0	0	-46.9422	-22.3722	39309													
"2015-07-02 14:04:24-03"	JBP	HPL	7999	"Symplocos pubescens"	S	Plantae				Symplocaceae	Symplocos	pubescens			"M.L. Kawasaki"	1996	12	01		1058		"H. Lorenzi"	1993	10	25				Brasil	SP	"Mogi Mirim"	"Coletado no Horto Florestal, próximo da cerca que faz limite com a rua asfaltada da cidade."	0	0	-46.95	-22.43	19575													
"2015-07-02 14:04:24-03"	JBP	HPL	8001	"Symplocos pubescens"	S	Plantae				Symplocaceae	Symplocos	pubescens			"M.L. Kawasaki"	1996	12	01		1327		"H. Lorenzi"	1994	02	10				Brasil	SP	"Mogi Guaçú"	"Coletado na Reserva do Instituto Botânico - em área de cerrado."	0	0	-46.9422	-22.3722	39309													
"2015-07-02 14:04:24-03"	JBP	HPL	9160	"Symplocos pubescens"	S	Plantae				Symplocaceae	Symplocos	pubescens		"Klotzsch ex Benth."	"H. Lorenzi"	1993	01	26		148		"H. Lorenzi"	1993	01	26				Brasil	SP	"Mogi Mirim"	"Coletado no horto de Mogi Mirim, nativa do cerrado."	0	0	-46.95	-22.43	19575													
