datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes
"2019-07-24 16:08:50-03"	SMITHSONIAN	US	2729343	"Myrcia lingua"	PreservedSpecimen	Plantae		Dicotyledonae	Myrtales	Myrtaceae	Myrcia	lingua		"(O. Berg) Mattos"						8293		"J. R. de Mattos & N. Mattos"	1960	09	21			"South America - Neotropics"	Brazil	"São Paulo"	"Mogi Guaçu"	"Fazenda Campininha, 3,2 - 3,4 km NNW de Padua Sales. Em frente da sede"	0	0	-46.9421997070312	-22.372200012207	39309												"<a href=\"http://n2t.net/ark:/65665/3be593c2e-2e91-4032-b37a-90de69cd6d30\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>"
"2019-12-06 15:09:32-03"	MBM	MBM	239323	"Myrcia lingua"	S	Plantae				Myrtaceae	Myrcia	lingua		"(O. Berg) Mattos"	"Kawasaki, M.L."					15		"Fina, B.G."	1996	11	13			"Southern America"	Brazil	"São Paulo"	Pirassununga	Pirassununga	0	0	-47.4199981689453	-21.9899997711182	24621												
"2019-12-12 15:31:46-03"	UFABC	HUFABC	000541	"Myrcia lingua"	PreservedSpecimen	Plantae	Angiospermas			Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos"						EP0055EEJ-80		"Pereira-Silva, E F L; Hardt, E"	2002	03	15				Brasil	"São Paulo"	"Luiz Antonio"	"Estação Ecológica de Jataí - Oitocentos Alqueires, Expedito das parcelas permanentes (10x25m) de 2002. Remanescente Leste da EEJ, porção Norte - 1º Levantamento"	0	0															
"2019-09-30 11:26:17-03"	IF	SPSF	44011	"Myrcia lingua"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcia	lingua		"(O. Berg) Mattos & D. Legrand"	O.T.Aguiar	2010	04	30		1474		"F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos"	2010	09	23			"América do Sul"	Brasil	SP	Angatuba	"Estação Ecológica"	-48.818333	-23.016667															"COLETA: Árvore com 8 m de altura; Flores alvas.; GEOGRAFIA: Vegetação de Cerrado.&nf;Altitude aproximada de 760 m.;"
"2019-09-30 11:26:17-03"	IF	SPSF	45881	"Myrcia lingua"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcia	lingua		"(O. Berg) Mattos & D. Legrand"	"O.T. Aguiar"	2010	04	30		1542		"F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos"	2010	09	23			"América do Sul"	Brasil	SP	Angatuba	"Estação Ecológica"	-48.821111	-23.006944															"COLETA: Árvore.&nf;Início de frutificação.; GEOGRAFIA: Vegetação de Cerrado denso.&nf;Altitude aproximada de 760 m.;"
"2020-01-07 10:56:50-03"	UFSCar	SPSC	1888	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"	"W. Mantovani"							"A. Sato"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												"Planta de flores brancas, tronco cascudo, tortuoso e de aproximadamente 3 metros de altura.;"
"2020-01-07 10:56:50-03"	UFSCar	SPSC	1894	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								"J.J. Soares"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												"Planta de flores brancas e de aproximadamente 2,5 metros de altura.;Cerradao"
"2020-01-07 10:56:50-03"	UFSCar	SPSC	6623	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								"C. Urbanetz"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												Cerrado
"2020-01-07 10:56:50-03"	UFSCar	SPSC	1895	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								"J.J. Soares"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												"Planta de flores brancas e de aproximadamente 3 metros de altura.;Cerradao"
"2020-01-07 10:56:50-03"	UFSCar	SPSC	1896	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								"J.J. Soares"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												"Planta de aproximadamente 1,5 metros de altura.;Cerradao"
"2020-01-07 10:56:50-03"	UFSCar	SPSC	1899	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"	"D. Santos Jr."							"D. Santos Jr."							Brasil	"São Paulo"	Itirapina		0	0	-47.8199996948242	-22.25	22843												
"2020-01-07 10:56:50-03"	UFSCar	SPSC	4238	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								"J.J. Soares"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												Cerradao
"2020-01-07 10:56:50-03"	UFSCar	SPSC	4239	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								"J.J. Soares"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												Cerradao
"2020-01-07 10:56:50-03"	UFSCar	SPSC	4240	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								"A.C. Silvia"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												"Planta de flores amarelas.;Cerradao"
"2020-01-07 10:56:50-03"	UFSCar	SPSC	4241	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								"A.C. Silvia"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												"Planta de flores amarelas.;Cerradao"
"2020-01-07 10:56:50-03"	UFSCar	SPSC	4242	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								"J.J. Soares"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												Cerradao
"2020-01-07 10:56:50-03"	UFSCar	SPSC	4243	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								"A.C. Silvia"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												"Planta de flores amarelas.;Cerradao"
"2020-01-07 10:56:50-03"	UFSCar	SPSC	4244	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								"A.C. Silvia"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												"Planta de flores amarelas e de aproximadamente 2 metros de altura.;Cerradao"
"2020-01-07 10:56:50-03"	UFSCar	SPSC	5518	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								Denny							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												Cerradao
"2020-01-07 10:56:50-03"	UFSCar	SPSC	5519	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								Denny							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												Cerradao
"2020-01-07 10:56:50-03"	UFSCar	SPSC	5520	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								Denny							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												Cerradao
"2020-01-07 10:56:50-03"	UFSCar	SPSC	6415	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"	"M. Cervini & E.F.P.L. Silva"							Juares							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												
"2020-01-07 10:56:50-03"	UFSCar	SPSC	6416	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"	"M. Cervini & E.F.P.L. Silva"							Juares							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												
"2020-01-07 10:56:50-03"	UFSCar	SPSC	6417	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"	"M. Cervini & E.F.P.L. Silva"							"J.J. Soares"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												
"2020-01-07 10:56:50-03"	UFSCar	SPSC	6418	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"	"M. Cervini & E.F.P.L. Silva"														Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												
"2020-01-07 10:56:50-03"	UFSCar	SPSC	6419	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"	"M. Cervini & E.F.P.L. Silva"							"L.H. Claro Jr."							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												"Planta de flores amarelas e de aproximadamente 2 metro de altura.;"
"2020-01-07 10:56:50-03"	UFSCar	SPSC	6420	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"	"M. Cervini & E.F.P.L. Silva"							"M.I.S. Lima"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												
"2020-01-07 10:56:50-03"	UFSCar	SPSC	6421	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"	"M. Cervini & E.F.P.L. Silva"							"M.I.S. Lima"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												
"2020-01-07 10:56:50-03"	UFSCar	SPSC	6422	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"	"M. Cervini & E.F.P.L. Silva"							"M.I.S. Lima"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												
"2020-01-07 10:56:50-03"	UFSCar	SPSC	6425	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"	"M. Cervini & E.F.P.L. Silva"							Denny							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												
"2020-01-07 10:56:50-03"	UFSCar	SPSC	6426	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"	"W. Malago Jr."							"W. Malago Jr."							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												"Planta de flores brancas e de aproximadamente 2,5 metros de altura.;Sub-bosque de Pinus"
"2020-01-07 10:56:50-03"	UFSCar	SPSC	7580	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								"A. Piteri"							Brasil	"São Paulo"	"São Carlos"		0	0	-47.8899993896484	-22.0100002288818	45913												"Planta de aproximadamente 2,5 metros de altura.;"
"2020-01-07 10:56:50-03"	UFSCar	SPSC	7999	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"								"R.C. Hora"							Brasil	"São Paulo"	Tambaú		0	0	-47.2700004577637	-21.7000007629395	28752												Cerrado
"2020-01-07 10:56:50-03"	UFSCar	SPSC	8634	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & D.Legrand"	"M. Leite"							"M. Leite"							Brasil	"São Paulo"	Itirapina		0	0	-47.8199996948242	-22.25	22843												"Cerrado S.S."
"2019-12-16 18:30:54-03"	NYBG	NYBG	616243	"Myrcia lingua"	PreservedSpecimen	Plantae	Magnoliophyta		Myrtales	Myrtaceae	Myrcia	lingua		O.Berg	"C. M. D. E. Legrand"					2389		"G. Eiten"	1960	09	22			"South America"	Brazil	"São Paulo"	Moji-Guaçu	"Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu 10 km NNE of Padua Sales (about 27 km NW of city of Moji-Mirim)"	-47.142	-22.242					650	650				sheet					"<a href=\"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=592432\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>"
"2019-12-16 18:30:54-03"	NYBG	NYBG	616244	"Myrcia lingua"	PreservedSpecimen	Plantae	Magnoliophyta		Myrtales	Myrtaceae	Myrcia	lingua		O.Berg	"C. M. D. E. Legrand"					2386		"G. Eiten"	1960	09	22			"South America"	Brazil	"São Paulo"	Moji-Guaçu	"Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu 10 km NNE of Padua Sales (about 27 km NW of city of Moji-Mirim)"	-47.142	-22.242					650	650				sheet					"<a href=\"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=592433\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>"
"2019-12-16 18:30:54-03"	NYBG	NYBG	616245	"Myrcia lingua"	PreservedSpecimen	Plantae	Magnoliophyta		Myrtales	Myrtaceae	Myrcia	lingua		O.Berg	"C. M. D. E. Legrand"					2383		"G. Eiten"	1960	09	22			"South America"	Brazil	"São Paulo"	Moji-Guaçu	"Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu 10 km NNE of Padua Sales (about 27 km NW of city of Moji-Mirim)"	-47.142	-22.242					650	650				sheet					"<a href=\"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=592434\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>"
"2019-10-03 10:04:18-03"	UFSCar	SORO	4719	"Myrcia lingua"	PreserveSpecimen	Plantae				Myrtaceae	Myrcia	lingua								319			2002	01	29				Brasil	"São Paulo"	Itarapina	Cerrado	0	0															"Arbusto, frutos verdes."
"2020-02-04 14:16:55-03"	UNESP-IBB	BOTU	27888	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O. Berg.) Mattos&Legrand"	"Ishara, K.L."					26		"Ishara, K.L."	2008	01	09				Brasil	"São Paulo"	Pratânia	"Fazenda Palmeira da Serra"	-48.733333	-22.8															"Árvore 2,5m,frutos vermelhos e negros"
"2020-02-04 14:16:55-03"	UNESP-IBB	BOTU	27889	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O. Berg.) Mattos&Legrand"	"Ishara, K.L."					259		"Ishara, K.L."	2009	01	20				Brasil	"São Paulo"	Pratânia	"Fazenda Palmeira da Serra"	-48.733333	-22.8															"Arbusto 1,5m,frutos verdes e vermelhos"
"2020-02-04 14:16:55-03"	UNESP-IBB	BOTU	27890	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O. Berg.) Mattos&Legrand"	"Ishara, K.L."					314		"Ishara, K.L."	2009	11	10				Brasil	"São Paulo"	Pratânia	"Fazenda Palmeira da Serra"	-48.733333	-22.8															"Árvore3m,flores brancas,odor adocicado"
"2020-02-04 14:16:55-03"	UNESP-IBB	BOTU	27891	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O. Berg.) Mattos&Legrand"	"Ishara, K.L."					233		"Ishara, K.L."	2008	11	07				Brasil	"São Paulo"	Pratânia	"Fazenda Palmeira da Serra"	-48.733333	-22.8															"Árvore 2,5m,frutos verdes"
"2019-11-13 11:27:04-03"	USP	SPF	131609	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos"	"Batalha, MA"					1022		"Batalha, MA"	1996	01	03				Brasil	"São Paulo"	"Santa Rita do Passa Quatro"	"ARIE Cerrado Pé-de-Gigante"	-47.566667	-21.6															
"2019-11-13 11:27:04-03"	USP	SPF	199622	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos"	"Mechi, MR"					45A		"Mechi, MR"	2000	08	05				Brasil	"São Paulo"	Corumbataí		0	0	-47.6199989318848	-22.2199993133545	14989												
"2020-03-10 08:29:41-03"	UFV	VIC	33959	"Myrcia lingua"	PreservedSpecimen	Plantae				Myrtaceae	Myrcia	lingua								194		"Guerin, N.; et al."							Brasil	"São Paulo"	"Águas da Santa Bárbara"	"Estado Ecológico de Santa Barbara"	0	0															"Árvore de 4 m flores velhas"
"2019-10-16 14:14:02-03"	UEL	FUEL	30412	"Myrcia lingua"	PreservedSpecimen	Plantae	Tracheophyta		Myrtales	Myrtaceae	Myrcia	lingua		Berg	"Kawasaki, ML"	1998	10			392		"Pinheiro, MHO; Pinheiro, GHO"	1997	08	13				Brasil	"São Paulo"	Bauru	"Jardim Botânico Municipal de Bauru"	0	0	-49.060001373291	-22.3099994659424	29186		0	0									"Arboreta 2m; botões escuros; Cerradão."
"2019-10-16 14:14:02-03"	UEL	FUEL	30418	"Myrcia lingua"	PreservedSpecimen	Plantae	Tracheophyta		Myrtales	Myrtaceae	Myrcia	lingua		Berg	"Kawasaki, ML"	1998	10			541		"Pinheiro, MHO"	1997	10	21				Brasil	"São Paulo"	Bauru	"Jardim Botânico Municipal de Bauru"	0	0	-49.060001373291	-22.3099994659424	29186		0	0									"Arboreta 4m; frutos imaturos; Cerradão."
"2019-10-02 15:00:29-03"	UFMG	BHCB	150296	"Myrcia lingua"	PreservedSpecimen	Plantae	Dicotyledon			Myrtaceae	Myrcia	lingua		C.C.Berg		2004	06	02		137		"Rocha, FT"	2004	06	01			"Southern America"	Brasil	"São Paulo"	"Luís Antônio"	"Estação Experimental Jataí, próximo aos campos de apodrecimento"	0	0	-47.7000007629395	-21.5499992370605	26872		0	0									"Árvore 4m altura, flores."
"2020-03-16 16:49:47-03"	UNICENTRO	HUCO	3919	"Myrcia lingua"	S	Plantae				Myrtaceae	Myrcia	lingua		"(O. Berg) Mattos & D. Legrand"	"Durigan, G."	2008	09	24		229		"Guerin, N.; et al.; et al."	2008	09	24				Brasil	"São Paulo"	"Águas de Santa Barbara"	"Estação Ecológica de Águas de Santa Barbara"	0	0	-49.238899230957	-22.8805999755859	18363												"SPSF 43024; Arvoreta, 4 metros, flores brancas; DESC: Arvoreta, 4 metros, flores brancas"
"2020-02-20 13:46:07-03"	UFPB	JPB	17819	"Myrcia lingua"	PreservedSpecimen	Plantae	Angiosperma		Dicotyledon	Myrtaceae	Myrcia	lingua		"(O. Berg) Mattos & D.Legrand."						1221		"Barbosa, MR; et al."	1900	01	01			"Southern America"	Brasil	"São Paulo"	Itirapina		0	0	-47.8199996948242	-22.25	22843		0	0									
"2020-03-09 19:12:58-03"	UFPB	JPB	29899	"Myrcia lingua"	PreservedSpecimen	Plantae	Angiosperma		Dicotyledon	Myrtaceae	Myrcia	lingua		"(O. Berg) Mattos & D.Legrand."	"Queiroz, LP de"	1989				2386		"Queiroz, LP de"	1989	08	01			"Southern America"	Brasil	"São Paulo"	Itirapina	"Área de entorno da represa do LObo. Cerrado."	-47.816667	-22.25					0	0									"Arbusto com folhas coriáceas e flores brancas. ; DE"
"2019-10-07 09:35:38-03"	UEFS	HUEFS	164520	"Myrcia lingua"	PreservedSpecimen	Plantae	Angiospermae	Rosanae	Myrtales	Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos"						229		"Guerin, N."	2008	09	24				Brasil	"São Paulo"	"Águas de Santa Bárbara"	"E.Ec.Águas de Santa Bárbara"	-49.225556	-22.839444															
"2019-10-07 09:35:38-03"	UEFS	HUEFS	9238	"Myrcia lingua"	PreservedSpecimen	Plantae	Angiospermae	Rosanae	Myrtales	Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos"						2386		"Queiroz, L.P.de"	1989	08					Brasil	"São Paulo"	Itirapina		-47.816667	-22.25															
"2019-10-07 09:35:38-03"	UEFS	HUEFS	9391	"Myrcia lingua"	PreservedSpecimen	Plantae	Angiospermae	Rosanae	Myrtales	Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos"						2443		"Queiroz, L.P.de"	1989	10	10				Brasil	"São Paulo"	Itirapina		-47.816667	-22.25															
"2019-08-20 10:21:30-03"	UNICAMP	UEC	068509	"Myrcia lingua"	S	Plantae	Magnoliopsida			Myrtaceae	Myrcia	lingua		"(O.Berg) Mattos & Legrand"						32193		"Kinoshita, LS; et al."	1994	10	19				Brazil	"São Paulo"	Itirapina	"Cerrado do Valério na estrada para a represa do Lobo (2ª porteira)"	0	0	-47.8199996948242	-22.25	22843												"Arbusto + ou - 2,5m de altura, botões e flores esbranquiçadas"
