datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes
"2020-02-03 10:31:38-03"	UNESP-IBB	BOTU	11037	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Gottsberger, I.S."	1980				1007		"Gottsberger, I.S."	1971	11	17				Brasil	"São Paulo"	Botucatu	"18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio"	-48.416667	-22.75															"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. Ao longo da estrada. Árvore de 4 m de alt. e 40 cm de circunferência.; Coleção: Cerrado Estação 13 de Maio"
"2020-02-03 10:31:41-03"	UNESP-IBB	BOTU	11038	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Gottsberger, I.S."	1980				326		"Gottsberger, I.S."	1970	09	03				Brasil	"São Paulo"	Botucatu	"18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio"	-48.416667	-22.75															"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. Tree, 4 m tall, 40 cm circunf., white flowers, anthers yellowish-green. New leaves. OBS. This number was identified as A. pereg; Coleção: Cer"
"2020-02-03 10:31:41-03"	UNESP-IBB	BOTU	11039	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Burkart, A."	1973				28972		"Gottsberger, I.S."	1972	09	28				Brasil	"São Paulo"	Botucatu	"18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio"	-48.416667	-22.75															"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. ; Coleção: Cerrado Estação 13 de Maio"
"2020-02-03 10:31:41-03"	UNESP-IBB	BOTU	11040	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Burkart, A."	1973				983		"Gottsberger, I.S."	1970	11	03				Brasil	"São Paulo"	Botucatu	"18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio"	-48.416667	-22.75															"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. Tree. ; Coleção: Cerrado Estação 13 de Maio"
"2020-02-04 14:16:12-03"	UNESP-IBB	BOTU	15046	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Bicudo, L.R.H."	1986	03	18		754		"Amaral Jr., A."	1986	03	18				Brasil	"São Paulo"	Botucatu		-48.284722	-22.8															"Planta de 7 m de altura, 50 cm de circunferência do tronco a 30 cm do solo, frutos marrons"
"2020-02-04 14:16:12-03"	UNESP-IBB	BOTU	17494	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"						9		"Amaral Jr., A."	1989	09	27				Brasil	"São Paulo"	Botucatu		0	0	-48.439998626709	-22.8799991607666	40412												"Flores brancas"
"2020-02-04 14:16:12-03"	UNESP-IBB	BOTU	17599	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"						9		"Amaral Jr., A."	1989	09	27				Brasil	"São Paulo"	Botucatu		0	0	-48.439998626709	-22.8799991607666	40412												"Flores brancas"
"2020-02-04 14:16:12-03"	UNESP-IBB	BOTU	1895	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Gottsberger, I.S."	1976	11			45		"Pellegrini, E."	1972	10	31				Brasil	"São Paulo"	Botucatu		-48.416667	-22.75															"Árvore 1,60 m de altura, heliófila"
"2020-02-04 14:16:12-03"	UNESP-IBB	BOTU	20079	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Bertoncini, A.P."	1994	10	06		428		"Bertoncini, A.P."	1994	10	06				Brasil	"São Paulo"	Agudos		0	0	-48.9799995422363	-22.4599990844727	52219												"Árvore, 8,0 m de altura, caule suberoso, flores brancas com anteras creme"
"2020-02-04 14:16:12-03"	UNESP-IBB	BOTU	20505	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Cavassan, O."	1996	03	15		108		"Miranda, L.C."	1996	03	14				Brasil	"São Paulo"	Bauru		0	0	-49.060001373291	-22.3099994659424	29186												"Árvore de 10,0 m , caule suberoso, vagens ferrugíneas"
"2020-02-04 14:16:12-03"	UNESP-IBB	BOTU	20598	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Cavassan, O."	1996	03	21		152		"Christianini, S.R."	1996	03	14				Brasil	"São Paulo"	Bauru		0	0	-49.060001373291	-22.3099994659424	29186												"Árvore ca., 10,00 m, caule suberoso vagens ferrugíneas"
"2020-02-04 14:16:12-03"	UNESP-IBB	BOTU	24170	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Barros, S.S.U."					3		"Barros, S.S.U."	2004	09	15				Brasil	"São Paulo"	Botucatu		0	0	-48.439998626709	-22.8799991607666	40412												
"2020-02-03 10:31:41-03"	UNESP-IBB	BOTU	24204	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Campos, C.J."					33		"Ishino, M.N."	2004	04	07				Brasil	"São Paulo"	Pratânia	"Reserva Particular Palmeira da Serra"	-48.743056	-22.813889															"Cerrado s s. Árvore, 4m; frutos secos marrons.; Coleção: Biota - Cerrado Pratânia"
"2020-02-03 10:31:41-03"	UNESP-IBB	BOTU	28934	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"						14		"Lara, N.O.T."	2013	04	10				Brasil	"São Paulo"	Pardinho		-48.345	-23.051111															"Arbóreo de 4 m de altura, casca suberosa e reticulada, frutos em forma de vagem, verdes quando imaturos e marrons quando maduros"
"2020-02-03 10:31:41-03"	UNESP-IBB	BOTU	3873	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Bicudo, L.R.H."	1986				754		"Bicudo, L.R.H."	1986	03	18				Brasil	"São Paulo"	Botucatu		-48.284722	-22.8															"Planta de 7 m de altura, 50 cm de circunferência de tronco a 30 cm do solo, frutos marrom"
"2020-02-08 09:08:43-03"	NBC	NL-BOTANY	U.1254226	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae		Magnoliopsidae	Fabales	Leguminosae-Mim.	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"								"Nicolau SA; et al."	1994	08	27			"Southern America"	Brazil	"São Paulo"		"Brasil, Sao Paulo, Mogi das Cruzes, Capela de Santo Alberto, estrada leste da capela lado norte."	0	0														"U 0123622"	"<a href=\"https://data.biodiversitydata.nl/naturalis/specimen/U.1254226\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>"
"2020-02-08 09:08:43-03"	NBC	NL-BOTANY	U.1254227	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae		Magnoliopsidae	Fabales	Leguminosae-Mim.	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"								"Nicolau SA; et al."	1994	08	27			"Southern America"	Brazil	"São Paulo"		"Brasil, Sao Paulo, Mogi das Cruzes, Capela de Santo Alberto, estrada leste da capela lado norte."	0	0														"U 0123623"	"<a href=\"https://data.biodiversitydata.nl/naturalis/specimen/U.1254227\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>"
"2020-03-04 16:04:16-03"	UNESP-IS	HISA	5331	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Noronha, M.R.P."	1995	08	04		1282		"Noronha, M.R.P."	1995	08	04				Brasil	"São Paulo"	Suzanápolis	"Fazenda Elói Vinha"	0	0	-51.0247001647949	-20.5013999938965	21066												"Cerrado.Àrvore, ca 15m, fruto marrom."
"2020-03-04 16:04:16-03"	UNESP-IS	HISA	5359	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	Noronha,M.R.P	1995	08	04		1320		"Noronha,M.R.P et al"	1995	08	04				Brasil	"São Paulo"	"Sud Mennucci"	"Bandeirantes D' Oeste"	-50.920278	-20.690556															"Mata baixa degradada, aberta, com bastante sangra d'àgua.Àrvore, ca 15m, fruto marrom."
"2020-03-04 16:04:16-03"	UNESP-IS	HISA	6953	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	Dosualdo,A.F	1997	11	13		01		Dosualdo,A.F	1997	11	09				Brasil	"São Paulo"	Mendonça	"Sítio São João"	-49.580278	-21.160556															"Mata.Àrvore, ca 3m, flores brancas.Nome vulgar: angico."
"2020-03-04 16:04:16-03"	UNESP-IS	HISA	6956	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Borghi, E"	1997	11	14		05		Borghi,E	1997	11	12				Brasil	"São Paulo"	"Ilha Solteira"	"Próximo à praia Catarina"	-51.340278	-20.430556															"Mata ciliar.Àrvore, ca 2,5m, ramificada, flores brancas."
"2020-03-04 16:04:16-03"	UNESP-IS	HISA	6958	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	Godoy,C.A.C.D	1997	11	10		01		Godoy,C.A.C.D	1997	11	10				Brasil	"São Paulo"	"Ilha Solteira"	"Próximo à praia Catarina"	-51.340278	-20.430556															"Mata.Àrvore, ca 2m, flores brancas.Nome vulgar: angico."
"2020-03-04 16:04:16-03"	UNESP-IS	HISA	7990	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	Noronha,M.R.P	1991	12	11		01		Toscano,L.C&Carmo,A.C.M	1991	11	16				Brasil	"São Paulo"	Mirandópolis	"Fazenda Cachoeira"	-51.100278	-21.130556															"Àrvore, ca 9m, flor branca, fruto vagem."
"2020-03-04 16:04:16-03"	UNESP-IS	HISA	7991	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	Noronha,M.R.P	1991	12	11		01		Carmo,A.C.M	1991	11	16				Brasil	"São Paulo"	Mirandópolis	"Fazenda Cachoeira"	-51.100278	-21.130556															"Àrvore, ca 9m, flor branca, fruto vagem."
"2020-03-04 16:04:16-03"	UNESP-IS	HISA	8372	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	Noronha,M.R.P	2001	01	05		05		"Feltrin,E.B et al"	2000	12	02				Brasil	"São Paulo"	Fernandópolis	"Sítio Santa Rita"	-50.240278	-20.280556															"Mata.Àrvore, ca 15m, flor clara, quase branca.Nome vulgar: angico."
"2020-03-04 16:04:16-03"	UNESP-IS	HISA	8373	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	Noronha,M.R.P	2001	01	05		"05 a"		"Feltrin,E.B et al"	2000	12	02				Brasil	"São Paulo"	Fernandópolis	"Sítio Santa Rita"	-50.240278	-20.280556															"Mata.Àrvore, ca 15m, flor clara, quase branca.Nome vulgar: angico."
"2020-03-04 16:04:16-03"	UNESP-IS	HISA	8825	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	Benke,F.M	2001	11	13		01		Benke,F.M	2001	10	20				Brasil	"São Paulo"	"Ilha Solteira"	"Avenida Perimetral"	-51.340278	-20.430556															"Arbórea, ca 5m, flor branco rosado, estames brancos."
"2020-03-04 16:04:16-03"	UNESP-IS	HISA	9957	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	Faria,F.A	2003	11	23		01		Faria,F.A	2003	11	10				Brasil	"São Paulo"	"Ilha Solteira"	"Cinturão verde"	-51.340278	-20.430556															"Cerrado.Àrvore, ca 9m, tronco 40cm revestido por casca grossa, folhas compostas bipinadas.Nome vulgar: angico do cerrado."
"2020-03-04 16:04:16-03"	UNESP-IS	HISA	9958	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Batista, C.S"	2003	11	23		02		Batista,C.S	2003	11	10				Brasil	"São Paulo"	"Ilha Solteira"	"Cinturão verde"	-51.340278	-20.430556															"Cerrado.Àrvore, ca 9m, tronco 40cm revestido por casca grossa, folhas compostas bipinadas.Nome vulgar: angico do cerrado."
"2020-03-04 16:04:16-03"	UNESP-IS	HISA	9962	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	Siqueira,F.J	2003	11	11		01		Siqueira,F.J	2003	10	18				Brasil	"São Paulo"	Castilho	"Fazenda São Pedro"	-51.480278	-20.870556															"Cerrado.Àrvore, ca 15m, flores brancas,frutos deiscentes tipo legume.Nome vulgar: angico branco do cerrado."
"2020-03-04 16:04:16-03"	UNESP-IS	HISA	9963	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	Santos,J	2004	02			01		Kaneko,F.H	2003	10	17				Brasil	"São Paulo"	"Sud Mennucci"	Cerrado	-50.920278	-20.690556															"Àrvore, ca de 4m de altura."
"2019-11-13 11:21:28-03"	USP	SPF	11355	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Leguminosae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Borges, LM"	2012				s.n.		"Hoehne, W"	1944	10	03				Brasil	"São Paulo"	"São Paulo"	"Parque do Estado"	0	0	-46.6300010681152	-23.5400009155273	53584												
"2019-11-13 11:21:28-03"	USP	SPF	114704	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Leguminosae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Fernandes, JM"	2010				10413		"Souza, VC"	1996	01	24				Brasil	"São Paulo"	Avaré		-48.983556	-23.198056					640	640									
"2019-11-13 11:21:28-03"	USP	SPF	114705	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Leguminosae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Borges, LM"	2012				10671		"Souza, VC"	1996	01	27				Brasil	"São Paulo"	Angatuba		-48.518389	-23.358222															
"2019-11-13 11:21:28-03"	USP	SPF	120412	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Leguminosae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Borges, LM"	2012				1180		"Pereira-Noronha, MR"	1995	08	02				Brasil	"São Paulo"	"Pereira Barreto"		0	0	-51.0999984741211	-20.6299991607666	36734												
"2019-11-13 11:21:28-03"	USP	SPF	146545	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Leguminosae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Borges, LM"	2012				s.n.		"Kuhlmann, M"	1942	10	16				Brasil	"São Paulo"	"Mogi Mirim"		0	0	-46.9500007629395	-22.4300003051758	19575												
"2019-11-13 11:21:28-03"	USP	SPF	159506	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Leguminosae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Borges, LM"	2012				183		"Mendonça, FB"	2002	10	15				Brasil	"São Paulo"	"São Paulo"	"Cidade Universitária Armando de Salles Oliveira"	-46.716667	-23.55															
"2019-11-13 11:21:28-03"	USP	SPF	16400	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Leguminosae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Borges, LM"	2012				18		"Campos, JFBM"	1972	09	21				Brasil	"São Paulo"	"Mogi Mirim"		0	0	-46.9500007629395	-22.4300003051758	19575												
"2019-11-13 11:21:28-03"	USP	SPF	61077	"Anadenanthera peregrina falcata"	PreservedSpecimen	Plantae				Leguminosae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Borges, LM"	2012				s.n.		"Pompéia, SL"	1984	03	29				Brasil	"São Paulo"	"São Paulo"	"Viveiro Manequinho Lopes"	0	0	-46.6300010681152	-23.5400009155273	53584												
"2019-11-21 10:04:48-03"	IBt	SP	108710	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			15456		"Mattos, JR; Mattos, NF"	1969	09	12				Brasil	"São Paulo"	"Mogi Guaçu"	"Fazenda Campininha, Perto de Pádua Sales"	0	0	-46.9421997070312	-22.372200012207	39309												
"2019-11-21 10:04:48-03"	IBt	SP	111055	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			286		"Válio, IFM"	1962	07	30				Brasil	"São Paulo"	"São Pedro"	"Fazenda São Sebastião"	0	0	-47.9099998474121	-22.5400009155273	19379												
"2019-11-21 10:04:48-03"	IBt	SP	113800	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			s.n.		s.col.							Brasil	"São Paulo"	"Mogi Mirim"	"Cerrado de Moji-Mirim"	0	0	-46.9500007629395	-22.4300003051758	19575												
"2019-11-21 10:04:48-03"	IBt	SP	113852	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			1031		"Sendulsky, T"	1970	10	13				Brasil	"São Paulo"	Itirapina		0	0	-47.8199996948242	-22.25	22843												
"2019-11-21 10:04:48-03"	IBt	SP	118656	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			14513		"Mattos, JR; Mattos, NF"	1967	03	15				Brasil	"São Paulo"	Avaré	"A 37 km de Avaré, rodovia Avaré-São Manoel"	0	0	-48.9199981689453	-23.0900001525879	29856												
"2019-11-21 10:04:48-03"	IBt	SP	119817	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			s.n.		s.col.	1965	09	25				Brasil	"São Paulo"	Atibaia		0	0	-46.5499992370605	-23.1100006103516	21675												
"2019-11-21 10:04:49-03"	IBt	SP	128242	"Anadenanthera peregrina falcata"	S	Plantae				Fabaceae	Anadenanthera	peregrina	falcata	"(Benth.) Altschul"	"Mamede, MCH"	2008	12			7792		"Eiten, G; Eiten, LT"	1966	10	06				Brasil	"São Paulo"	Indaiatuba	"2 km SW of Indaiatuba on road to Salto (14 km NE of Salto), patch of \"cerrado' vegetation several hundred meters wide, a dense scrub plus a few trees"	0	0	-47.2099990844727	-23.0900001525879	17640												
