"","Code","N","Leaf_size","Total_leaf_size","Leaf_thickness","Max_height","Height_at_5cm","Crown_ratio","Light_at_5cm","SLA","Bark_at_5cm","Bark_at_8mm","Wood_density","FG","Habit"
"13","BYBA",1,13985.32434,13985.32434,0.493333333333333,10,NA,NA,NA,64.4519651,0,NA,0.490272374,"S","tree"
"14","BYCO",5,2790.4772316,2790.4772316,0.323333333333333,6,4.06798773670187,0.538199363360654,2.5511449556217,81.761138718,9.27485457708023,1.37544321561262,0.6895979772,"S","tree"
"15","CAAD",11,1331.67631852,1331.67631852,0.332666666666667,3.5,2.17289045779814,0.616329588048866,3.41933993608651,68.716851854,2.08922530321907,0.735829034154962,0.719158424,"S","shrub"
"16","CABR",5,6705.3657454,20116.097236,0.454666666666667,3.75,2.32019476942201,0.632188008430071,3.71148220755751,75.11612722,12.5976109160465,0.816920605110126,0.5903615052,"S","tree"
"17","CAGU",5,2736.600614,2736.600614,0.283333333333333,10,5.60771039179864,0.466278921159104,2.53725422625617,143.005872458,1.692293787227,0.859845755212157,0.6908990396,"F","tree"
"18","CALU",1,1355.626761,1355.626761,0.41,8,NA,NA,NA,62.21587651,0,NA,0.728271728,"F","tree"
"19","CASY",15,981.40981375,981.40981375,0.170555555555556,10,6.23448401965903,0.505332148322343,2.59520343079191,98.72325622,3.98114412711022,0.994416149554788,0.6609211425,"F","tree"
"20","CESE",2,1412.043771,1412.043771,0.166666666666667,3.5,NA,NA,NA,173.5813898,0,NA,0.6383076225,"F","shrub"
"21","CHMA",5,1148.09693574,1148.09693574,0.232666666666667,10,4.26011682295959,0.84059620596206,3.0409750246845,107.177570832,2.68041126488273,0.610117462243381,0.7072963916,"G","tree"
"22","COLA",15,1098.27294948333,7227.63432233333,0.165,15,7.88304229009702,0.593478213647206,3.29619549784204,95.21542781,8.76254490858414,0.708080927945987,0.516624202833333,"G","tree"
"23","COSU",5,1506.6577282,10213.4279242,0.366,7,2.30230335991024,0.604832193250405,3.44940731833799,62.273669934,12.9957370861946,1.57840046473972,0.4494212164,"S","treelet"
"24","CUTE",6,1401.44775362,15759.1334798,0.757333333333333,6,5.09722881566669,0.598583558775686,3.08428039785961,138.137229856,2.28885388412003,0.631086262063302,0.7373822044,"G","treelet"
"25","CUVE",6,4959.7501476,59590.84174,0.210666666666667,22,6.72727700046927,0.397551526460968,2.83945900779344,119.308988908,4.1906797683601,0.492963441837439,0.6651306272,"F","tree"
"26","DAEL",5,1511.23642676,1511.23642676,0.321333333333333,2,1.5957447403167,0.861546345811052,3.6497332316676,77.58489149,5.38976003612009,0.684714238163408,0.6358123858,"S","shrub"
"27","DARA",7,930.09073188,930.09073188,0.309333333333333,12,7.57234878376087,0.430072348894188,2.88862508428146,102.42494235,5.89220418170002,1.03466435076604,0.4262348364,"G","tree"
"28","DIBU",5,10548.7854244,10548.7854244,0.48,6,2.73403826187462,0.457603903134045,3.58832178140999,65.283274516,12.1410396882695,1.6875846056708,0.4187682084,"S","tree"
"29","DIMO",11,53.185828798,38599.040284,0.181333333333333,14,3.50196445635155,0.635571118635494,4.16944072109097,70.570337715,11.0772442024049,1.27334271123015,0.4750357888,"S","tree"
"30","DUFU",5,3172.6805546,3172.6805546,0.332,2.53,NA,0.847580837182723,NA,52.590315598,2.62372221357944,1.41268525194052,0.6062577318,"S","shrub"
"31","ERCU",5,83.385673292,83.385673292,0.201333333333333,4,NA,0.600868574714678,NA,104.50157461,1.685544864807,1.46911248948282,0.7785812084,"S","shrub"
"32","ERGR",10,2802.5984542,13171.9253372,0.376666666666667,17,3.2060768324394,0.607908284393285,3.36507068827841,73.0632332,13.7595232325067,1.92126666315746,0.3877375974,"S","tree"
"33","ERSU",5,2782.4864778,2782.4864778,0.278,4,2.54479701984508,0.722806902393959,3.92851317671235,83.018468546,12.8621738633839,1.13189175515966,0.6006542796,"S","treelet"
"34","EUMY",6,3897.37036925,3897.37036925,0.29,10,6.82088482268239,0.394003028177179,2.41888110607578,112.767566504,4.1340111862261,0.605466738070902,0.7133427896,"G","tree"
"35","EUPU",2,775.0659364,775.0659364,0.258333333333333,7,6.71853789761731,NA,2.60275245518896,82.626618605,0,NA,0.691810345,"S","treelet"
"36","GOBA",10,6356.4763284,6356.4763284,0.452666666666667,6.5,3.31190881906786,0.602125064163216,3.8760008987998,103.725771671,3.17250665818243,0.767600175631225,0.7459366674,"S","shrub"
"37","GOPO",27,3245.42798194,3245.42798194,0.410666666666667,13,4.93950427595848,0.715252996275251,3.37895281354629,60.5367090636842,16.3581666218034,0.801979081548045,0.618323529,"G","tree"
"38","GUNI",5,2459.953583,2459.953583,0.214,12,6.88588646307761,0.341829797035139,2.99264737728177,130.6850564,3.81106254465105,1.10636265096406,0.4001423552,"F","tree"
"39","JACA",5,106.108072886,14859.099198,0.154666666666667,10,4.6984744541804,0.547477552555661,3.90370200329488,78.136830144,2.26707024823383,0.641153959222912,0.4839413818,"S","shrub"
"40","KICO",5,5864.034767,5864.034767,0.392666666666667,3.5,2.15030020720848,0.525075825254083,3.12255966420429,76.69429054,16.8205309113382,1.91120313115072,0.43617147,"S","tree"
"41","LAHA",7,2026.463575,2026.463575,0.24,8,5.75278581798379,0.842983679442113,2.31432164595213,125.033330383333,2.08857133374476,0.636711663526599,0.5467109092,"G","treelet"
"42","LEEL",15,852.57253482,7865.2961682,0.29,11,4.90462671736554,0.62521274116692,2.92045274740484,77.1170304672727,15.6937066412527,1.64895379530998,0.7004165014,"S","tree"
"43","LIMO",6,1304.32273096,6521.6136542,0.231333333333333,12,6.45605179862596,0.593086230644275,2.60435341900044,105.96176042,3.46013124379045,0.702182925163371,0.5682385654,"F","tree"
"44","LISA",5,571.4362101,571.4362101,0.386,4,NA,0.53304557199906,NA,124.907331666667,0.670119219129079,0.42781502424985,0.6853979484,"S","shrub"
"45","LUCA",5,5463.9817062,5463.9817062,0.253333333333333,12,7.15349492219173,0.470785555823413,2.82207973019215,159.345684858,4.73821737920585,0.978613915217939,0.5407094378,"G","tree"
"46","LUGR",5,14117.5985416,14117.5985416,0.303333333333333,14,6.24881055774761,0.497734433974642,3.29184810807442,194.614704198,8.05635509887147,1.24589619303578,0.3739187998,"G","tree"
"47","MAAC",18,1229.3676288,17115.073244,0.211333333333333,14,5.12715464828463,0.532362607086454,3.30036927048974,86.891373625,15.3662378183307,1.11627757914955,0.638275682,"S","tree"
"48","MABR",10,964.36544374,7350.9845,0.173333333333333,15,8.30940615972057,0.603987692187567,3.66361219819864,111.967963107,3.51094277963584,0.840866626383407,0.5446461634,"G","tree"
"49","MAEL",12,1365.12865116,12615.0870676,0.263333333333333,14,6.72520024592898,0.653966551715941,3.01850523649437,79.141775581,3.15569744281414,1.09890660941229,0.6310054742,"G","tree"
"50","MIAL",9,5345.8590505,10863.8422365,0.3775,4.83,2.96514250318262,0.824611689080484,3.09259473994206,57.4861904811111,6.78294728946419,0.871742108569184,0.69240955225,"S","treelet"
"51","MILI",10,1308.9584178,1308.9584178,0.251333333333333,8,5.08178571401966,0.715952156261367,3.12912118900867,92.6703720466667,4.76150385902855,1.05440017939519,0.6419342322,"S","treelet"
"52","MYFA",18,210.894541873333,210.894541873333,0.250666666666667,10,4.64668895742999,0.657630971408533,2.99637551913332,76.6155372045455,6.80485326156966,1.16602496264262,0.566545575666667,"G","tree"
"53","MYLI",5,2814.9091466,2814.9091466,0.356666666666667,5.35,3.19927933931752,0.743899655696743,3.05402500630475,69.886893456,8.73624275256529,1.66461544458521,0.5201239562,"S","tree"
"54","MYMU",6,510.49641264,510.49641264,0.222,7,5.40372722284687,0.582774004009423,2.974953842182,95.165644086,1.06795033271443,0.574422869039881,0.686089236,"G","tree"
"55","MYTO",12,1699.69628438,1699.69628438,0.276666666666667,12,4.9148438734897,0.631797645342572,2.70905410674448,76.3067139711111,4.53091586155754,0.758284597053099,0.7812410558,"G","tree"
"56","MYVE",5,1418.05532784,1418.05532784,0.353333333333333,9,7.23505054704771,0.55775035463357,2.97779292398515,69.125645602,3.73507398016265,0.914836778339779,0.789898012,"S","tree"
"57","NECU",5,2794.0732088,2794.0732088,0.2,30,8.72873950418272,0.422745286648711,3.56435900972767,111.503659808,2.94934309703741,0.691610185183513,0.5555771528,"F","tree"
"58","NEOP",1,NA,NA,NA,20,NA,NA,NA,86.9389567,0,NA,0.685628743,"F","tree"
"59","OCCO",24,1410.84889908333,1410.84889908333,0.256666666666667,20,6.90549922396162,0.748114716991499,3.6943548807615,70.3537912836364,5.53369201026298,0.856408758299991,0.614587759166667,"G","tree"
"60","OCMI",7,2820.873337,2820.873337,0.217222222222222,15,7.33822096571916,0.583210040024519,2.89059309094153,121.749595138333,9.5192466167631,0.820373707704476,0.600404942,"G","tree"
"61","OCPU",10,855.36113334,855.36113334,0.286,30,4.54691964396029,0.65031795985484,3.85857752429493,64.680360312,1.96929937516759,0.649268310444435,0.649871574,"G","tree"
"62","OCVE",8,6015.256031,6015.256031,0.255555555555556,12,6.47374813495034,0.342168085221424,2.76684222357247,116.231555285,7.23257638271555,0.936240023765912,0.488697248666667,"F","tree"
"63","OUSP",11,5549.4429898,5549.4429898,0.438666666666667,7,3.58890789157405,0.597480895660863,3.73681126293597,59.339025666,11.1469221453358,1.79913981638955,0.590901634833333,"S","tree"
"64","PEOB",21,1708.68549266,1708.68549266,0.256,14,7.83175828589748,0.682289503088463,3.31664198291269,99.6737275463636,3.88584605808296,0.734730535016475,0.542815699,"G","tree"
"65","PEWI",1,4642.38762,4642.38762,0.273333333333333,20,NA,NA,NA,71.98531167,0,NA,0.502654867,"F","tree"
"66","PIAX",12,14217.568592,14217.568592,0.402,20,6.33259475723848,0.552921481642185,4.00462212155516,114.128926116,8.98706840887266,0.945303284370174,0.5718425744,"F","tree"
"67","PIRO",1,5127.449919,5127.449919,0.533333333333333,8,NA,NA,NA,55.12799185,0,NA,0.426433915,"S","treelet"
"68","PLEL",9,618.52783586,6928.4827472,0.208,14,6.91867145674055,0.341489181694882,2.92052045178202,118.88087017,12.9510815515688,0.950783257334165,0.6970529618,"F","tree"
"69","PLPO",11,2983.34535372,2983.34535372,0.256666666666667,10,4.49270901907326,0.665278321679407,3.38335055766651,77.740516267,9.18447856124739,1.35755909777529,0.6277457042,"S","tree"
"70","PLRE",5,195.798018534,14340.7205462,0.156666666666667,12,6.27777505856971,0.378705010264058,2.36979738765573,138.361231806,9.97388470213611,0.956412015353674,0.5204944488,"G","tree"
"71","POTO",6,7829.0591055,7829.0591055,0.285555555555556,18,6.70326147819153,0.505689267183174,2.40179715331558,95.12135381,14.4438570600563,1.6822511936537,0.534070578333333,"S","tree"
"72","PRHE",10,3687.8873574,22844.9929474,0.194,20,6.79389897125196,0.603060358682118,3.5312195774943,106.56851605,2.89486592189074,0.922662193617521,0.5261088164,"G","tree"
"73","PRMY",1,2966.818786,2966.818786,0.443333333333333,15,NA,NA,NA,70.97558894,0,NA,0.607826811,"G","tree"
"74","QUCO",5,3734.930901,3734.930901,0.235333333333333,11,4.54013252745376,0.481390351679455,3.3963952845872,106.919785184,8.67886724102174,0.87709052087801,0.624664007,"S","tree"
"75","QUGR",5,6318.2583524,6318.2583524,0.380666666666667,12,5.18885261151514,0.599761254862133,2.92171020768669,62.657420718,10.6543948180037,1.1820737136327,0.5574552358,"S","tree"
"76","QUMU",5,5188.2059162,5188.2059162,0.297333333333333,9,5.79916413608367,0.434912181163718,2.32006732778855,104.862559978,7.39682894657036,1.02433840800618,0.5817943682,"S","tree"
"77","RAFE",7,1932.304098,1932.304098,0.263888888888889,12,6.97992184897064,0.529249146395454,3.1436740121586,112.16967756,2.73531535439544,1.14438780155218,0.622897865,"G","tree"
"78","RAGU",5,2688.7061702,2688.7061702,0.366666666666667,8,3.16657192140332,0.538516071524651,3.58279278130372,76.797392884,9.37527939736637,1.50432647493475,0.4992447896,"S","tree"
"79","RALA",1,1147.859416,1147.859416,0.253333333333333,6,4.77386600152629,NA,3.27265113767104,87.23643702,0,NA,0.778097983,"F","tree"
"80","RAUM",17,2434.06467608,2434.06467608,0.386,15,6.27322922545365,0.597182099173296,3.35524454207781,63.300343912,3.66732332756583,0.906346546955821,0.6849334094,"G","tree"
"81","ROMO",5,7137.9406782,7137.9406782,0.358,5,3.35014010032656,0.589257664980713,2.77011535833935,54.87762242,7.44744304189215,1.30492165995298,0.668108318,"S","tree"
"82","SCVI",10,2099.4135558,14695.8948904,0.355333333333333,5,3.84973759783298,0.659134494232848,3.13885322797848,71.448686623,2.15174679794639,1.06821679240888,0.438604294,"S","treelet"
"83","SIGU",11,9145.81492783333,9145.81492783333,0.247777777777778,10,7.46032062441607,0.557039910424693,2.86673140016002,125.29411619,2.37398229527708,0.891362678710695,0.589690087666667,"G","tree"
"84","SOLY",5,9490.75277875,9490.75277875,0.471666666666667,1.2,NA,0.798383838383838,NA,111.909956872,2.77262568843932,0.852176189781523,0.5145645706,"S","shrub"
"85","STAD",5,352.7775444,43173.583328,0.220666666666667,5,2.7743176896553,0.661194747281704,4.05553850778399,91.598996958,8.48925203667756,1.12923503105939,0.4655286348,"S","tree"
"86","STCA",12,2725.75013463333,2725.75013463333,0.283333333333333,10,5.08969197945465,0.618181340050752,3.11930295400015,78.4881736518182,3.25765413131122,0.664330890083343,0.564925532166667,"S","tree"
"87","STFE",6,2908.80156733333,2908.80156733333,0.480555555555556,14,4.32701046911873,0.721150169061667,3.39099164815985,63.8443451016667,13.5774649032078,0.839123138378265,0.468739767833333,"S","tree"
"88","STPO ",1,5378.217342,5378.217342,0.243333333333333,12,NA,NA,NA,142.1117561,0,NA,0.475780409,"F","tree"
"89","STRO",18,79.6943502228571,20320.5798307143,0.178333333333333,5.5,3.34459834298227,0.552148565608782,3.73995814263067,76.689730315,7.97068575638976,1.29199951855975,0.432781415285714,"S","tree"
"90","SYPU",10,2840.94775,2840.94775,0.308666666666667,8,5.34225357046025,0.534995635635542,3.45287016182289,88.719223312,4.71021276588181,0.827982874830116,0.5151643102,"S","treelet"
"91","TACA",10,1424.29105842,1424.29105842,0.221333333333333,9,4.92209714807763,0.773576616908271,2.65330087784715,107.017547272,5.25732884717605,1.21913267965513,0.613289801,"F","tree"
"92","TAGU",13,1805.86516671429,13934.8273934286,0.233333333333333,14,7.3342989176828,0.681167592503534,3.5939098240126,82.670463445,2.98546780993342,0.596579325875214,0.573477072285714,"G","tree"
"93","TAOC",5,2749.76989606,13366.7047882,0.432666666666667,14,3.10054958320472,0.399668057910526,3.39088704633324,61.347419242,12.5582691953249,1.81360995356191,0.6227994928,"G","tree"
"94","TEGL",10,3129.3462854,3129.3462854,0.272,16,7.31574489524888,0.586533050752701,3.09948532030474,77.17252765,6.28075429334828,0.988630193081026,0.7036905874,"G","tree"
"95","TOFO",5,8656.429144,8656.429144,0.688666666666667,2.6,NA,0.304320438803971,NA,85.002799266,1.11874513778755,1.35844597044556,0.6559350994,"S","shrub"
"96","VOTU",24,2011.3838029,2011.3838029,0.324,15,6.64693277511218,0.758262338188057,3.35114246221916,84.4444788372727,9.35749386211983,0.91951895165457,0.488284664833333,"G","tree"
"97","ZARH",5,452.40132848,8017.2558074,0.22,12,7.86900675946689,0.51173944895684,3.59245550879128,98.154673632,2.85377717825604,0.753334396057514,0.5554509776,"G","tree"
"98","ZEMO",5,4088.2007174,21609.444202,0.423333333333333,2.8,2.76314672823698,0.722345636819321,NA,90.582619866,7.01420519993881,1.26172785663796,0.49699631,"S","shrub"
"99","CECR",5,NA,NA,NA,NA,3.69957874386767,0.290565576141757,4.29825537748383,101.4038998,2.22906640888481,1.26172785663796,NA,"F","tree"
