"","P","Sub","Number","Species","Ht","DBH","D30","Code","Max_DBH","Max_D30","CSA_BH","CSA_30","Density_expand","CSA_30_expand","CSA_BH_expand","DBH_eff","D30_eff","FG","Life.Form"
"92",1,5,"94","Rapanea umbellata",3.5,"2.4","2.8","RAUM",2.4,2.8,4.5238896,6.1575164,4,24.6300656,18.0955584,1.19999949320157,1.39999940873517,"G","tree"
"93",1,5,"95","Rapanea umbellata",3,"2.4","3","RAUM",2.4,3,4.5238896,7.0685775,4,28.27431,18.0955584,1.19999949320157,1.49999936650197,"G","tree"
"94",1,5,"96","Rapanea umbellata",2.5,"1.2","2","RAUM",1.2,2,1.1309724,3.14159,4,12.56636,4.5238896,0.599999746600787,0.999999577667978,"G","tree"
"95",1,5,"97","Rapanea umbellata",2,"1","1.8","RAUM",1,1.8,0.7853975,2.5446879,4,10.1787516,3.14159,0.499999788833989,0.89999961990118,"G","tree"
"96",1,5,"98","Miconia albicans",2.4,"1.6+1.5","2.5+3.9","MIAL",1.6,3.9,3.777761975,16.85463035,4,67.4185214,15.1110479,1.09658514684985,2.31624598615483,"S","treelet"
"97",1,5,"99","Rapanea umbellata",2.9,"2","2.8","RAUM",2,2.8,3.14159,6.1575164,4,24.6300656,12.56636,0.999999577667978,1.39999940873517,"G","tree"
"98",1,5,"100","Rapanea umbellata",2.2,"1","2.2","RAUM",1,2.2,0.7853975,3.8013239,4,15.2052956,3.14159,0.499999788833989,1.09999953543478,"G","tree"
"99",1,5,"101","Myrcia fallax",2.2,"2+2+1.2","5.1","MYFA",2,5.1,7.4141524,20.428188975,1,20.428188975,7.4141524,1.53622850077496,2.54999892305334,"G","tree"
"100",1,5,"102","Myrcia fallax",2.45,"2","3","MYFA",2,3,3.14159,7.0685775,4,28.27431,12.56636,0.999999577667978,1.49999936650197,"G","tree"
"101",1,5,"103","Leptolobium elegans",2.55,"5.1","6.2","LEEL",5.1,6.2,20.428188975,30.1906799,1,30.1906799,20.428188975,2.54999892305334,3.09999869077073,"S","tree"
"102",1,5,"104","Leptolobium elegans",2.9,"6.8","7.6","LEEL",6.8,7.6,36.3167804,45.3645596,1,45.3645596,36.3167804,3.39999856407113,3.79999839513832,"S","tree"
"103",1,5,"105","Leptolobium elegans",3.55,"7.9","8.8","LEEL",7.9,8.8,49.016657975,60.8211824,1,60.8211824,49.016657975,3.94999833178851,4.3999981417391,"S","tree"
"104",1,5,"106","Gochnatia polymorpha",5,"7.2+6.3","7.7+7.3","GOPO",7.2,7.7,71.887433175,88.42005055,1,88.42005055,71.887433175,4.78356359547765,5.30518390133043,"G","tree"
"105",1,5,"107","Myrcia fallax",3.5,"5.3","6.2","MYFA",5.3,6.2,22.061815775,30.1906799,1,30.1906799,22.061815775,2.64999888082014,3.09999869077073,"G","tree"
"106",1,5,"108","Rapanea umbellata",6,"5.5","6.5","RAUM",5.5,6.5,23.758274375,33.183044375,1,33.183044375,23.758274375,2.74999883858694,3.24999862742093,"G","tree"
"107",1,5,"109","Rapanea umbellata",5.9,"6.5","7.4","RAUM",6.5,7.4,33.183044375,43.0083671,1,43.0083671,33.183044375,3.24999862742093,3.69999843737152,"G","tree"
"108",1,5,"110","Myrcia fallax",4,"5.1","5.3","MYFA",5.1,5.3,20.428188975,22.061815775,1,22.061815775,20.428188975,2.54999892305334,2.64999888082014,"G","tree"
