"","P","Sub","Number","Species","Ht","DBH","D30","Code","Max_DBH","Max_D30","CSA_BH","CSA_30","Density_expand","CSA_30_expand","CSA_BH_expand","DBH_eff","D30_eff","FG","Life.Form"
"668",3,5,"662","Rapanea umbellata",2.2,"1.1","1.8","RAUM",1.1,1.8,0.950330975,2.5446879,4,10.1787516,3.8013239,0.549999767717388,0.89999961990118,"G","tree"
"669",3,5,"663","Leptolobium elegans",4.5,"7.8","10.5","LEEL",7.8,10.5,47.7835839,86.590074375,1,86.590074375,47.7835839,3.89999835290511,5.24999778275689,"S","tree"
"670",3,5,"664","Eriotheca gracilipes",3,"5.4","8.5","ERGR",5.4,8.5,22.9021911,56.744969375,1,56.744969375,22.9021911,2.69999885970354,4.24999820508891,"S","tree"
"671",3,5,"665","Leptolobium elegans",4,"6.3","8.5","LEEL",6.3,8.5,31.172426775,56.744969375,1,56.744969375,31.172426775,3.14999866965413,4.24999820508891,"S","tree"
"672",3,5,"666","Gochnatia polymorpha",4,"6","7.1","GOPO",6,7.1,28.27431,39.591887975,1,39.591887975,28.27431,2.99999873300394,3.54999850072132,"G","tree"
"673",3,5,"667","Ocotea corymbosa",5,"5.8","7.5","OCCO",5.8,7.5,26.4207719,44.178609375,1,44.178609375,26.4207719,2.89999877523714,3.74999841625492,"G","tree"
"674",3,5,"668","Ocotea corymbosa",5,"5","6.7","OCCO",5,6.7,19.6349375,35.256493775,1,35.256493775,19.6349375,2.49999894416995,3.34999858518773,"G","tree"
"675",3,5,"669","Miconia ligustroides",7,"10.4+9.8+11","12.8+10.4+12.8+6.1","MILI",11,12.8,255.411267,371.532287375,1,371.532287375,255.411267,9.01664745505932,10.8748517280899,"S","treelet"
"676",3,5,"670","Gochnatia polymorpha",4.5,"5.6","7.5","GOPO",5.6,7.5,24.6300656,44.178609375,1,44.178609375,24.6300656,2.79999881747034,3.74999841625492,"G","tree"
"677",3,5,"671","Rapanea umbellata",5,"5.4","6.8","RAUM",5.4,6.8,22.9021911,36.3167804,1,36.3167804,22.9021911,2.69999885970354,3.39999856407113,"G","tree"
"678",3,5,"672","Psidium pohlianum",6,"9.3","10.9","PSPO",9.3,10.9,67.929029775,93.313076975,1,93.313076975,67.929029775,4.6499980361561,5.44999769829048,NA,NA
"679",3,6,"673","Stryphnodendron rotundifolium",2.5,"4.5","6.1","STRO",4.5,6.1,15.904299375,29.224640975,1,29.224640975,15.904299375,2.24999904975295,3.04999871188733,"S","tree"
"680",3,6,"674","Ocotea corymbosa",6,"4.6","5.2","OCCO",4.6,5.2,16.6190111,21.2371484,1,21.2371484,16.6190111,2.29999902863635,2.59999890193674,"G","tree"
"681",3,6,"675","Ocotea corymbosa",3.5,"2","2.9","OCCO",2,2.9,3.14159,6.605192975,4,26.4207719,12.56636,0.999999577667978,1.44999938761857,"G","tree"
"682",3,6,"676","Dimorphandra mollis",2,"1.8+2.3","3.4+3","DIMO",2.3,3.4,6.699440675,16.1477726,4,64.5910904,26.7977627,1.46030756991611,2.26715585225801,"S","tree"
"683",3,6,"677","Matayba elaeagnoides",3,"2","2.8","MAEL",2,2.8,3.14159,6.1575164,4,24.6300656,12.56636,0.999999577667978,1.39999940873517,"G","tree"
"684",3,6,"678","Miconia albicans",3,"1.2","2.1+2.2","MIAL",1.2,2.2,1.1309724,7.264926875,4,29.0597075,4.5238896,0.599999746600787,1.52068999033821,"S","treelet"
"685",3,6,"679","Rapanea umbellata",3,"2.1","3","RAUM",2.1,3,3.463602975,7.0685775,4,28.27431,13.8544119,1.04999955655138,1.49999936650197,"G","tree"
"686",3,6,"680","Miconia albicans",2.2,"1.5+2.2+1.1+1.7+1.5+1+1","2+2+1.8+4+2+3","MIAL",2.2,4,12.1265374,31.6043954,4,126.4175816,48.5061496,1.96468744068808,3.17174896589902,"S","treelet"
"687",3,6,"681","Qualea cordata",3.5,"3.8","5.5","QUCO",3.8,5.5,11.3411399,23.758274375,1,23.758274375,11.3411399,1.89999919756916,2.74999883858694,"S","tree"
"688",3,6,"682","Eriotheca gracilipes",3.5,"8.9","9.7","ERGR",8.9,9.7,62.211335975,73.898050775,1,73.898050775,62.211335975,4.4499981206225,4.84999795168969,"S","tree"
"689",3,6,"683","Ocotea corymbosa",7,"14.1","15.5","OCCO",14.1,15.5,156.144876975,188.691749375,1,188.691749375,156.144876975,7.04999702255925,7.74999672692683,"G","tree"
"690",3,6,"684","Rapanea umbellata",6,"6.5","9.2","RAUM",6.5,9.2,33.183044375,66.4760444,1,66.4760444,33.183044375,3.24999862742093,4.5999980572727,"G","tree"
"691",3,6,"685","Rapanea umbellata",7,"5.6+5.7","6.8+7.4","RAUM",5.7,7.4,50.147630375,79.3251475,1,79.3251475,50.147630375,3.99530806284735,5.0249356883683,"G","tree"
"692",3,6,"686","Myrcia fallax",3,"6.6","7.7","MYFA",6.6,7.7,34.2119151,46.566217775,1,46.566217775,34.2119151,3.29999860630433,3.84999837402172,"G","tree"
"693",3,6,"687","Matayba elaeagnoides",3,"7.2+6.3","11.3","MAEL",7.2,11.3,71.887433175,100.287406775,1,100.287406775,71.887433175,4.78356359547765,5.64999761382408,"G","tree"
"694",3,6,"688","Eriotheca gracilipes",5,"6.1","10.8","ERGR",6.1,10.8,29.224640975,91.6087644,1,91.6087644,29.224640975,3.04999871188733,5.39999771940708,"S","tree"
"695",3,6,"689","Gochnatia polymorpha",5,"11.1+9.6","14.4","GOPO",11.1,14.4,169.151059575,162.8600256,1,162.8600256,169.151059575,7.33774178621637,7.19999695920944,"G","tree"
"696",3,6,"690","Gochnatia polymorpha",5,"5.3","6.7","GOPO",5.3,6.7,22.061815775,35.256493775,1,35.256493775,22.061815775,2.64999888082014,3.34999858518773,"G","tree"
"697",3,6,"691","Rapanea ferruginea",4.5,"5.1","6","RAFE",5.1,6,20.428188975,28.27431,1,28.27431,20.428188975,2.54999892305334,2.99999873300394,"G","tree"
"698",3,6,"692","Gochnatia polymorpha",4,"5","5.7","GOPO",5,5.7,19.6349375,25.517564775,1,25.517564775,19.6349375,2.49999894416995,2.84999879635374,"G","tree"
"699",3,6,"693","Rapanea ferruginea",5,"5.5+6.2","6.5+7.4","RAFE",6.2,7.4,53.948954275,76.191411475,1,76.191411475,53.948954275,4.14396977486682,4.92468065104628,"G","tree"
"700",3,6,"694","Machaerium brasiliense",4,"3.5","4","MABR",3.5,4,9.621119375,12.56636,4,50.26544,38.4844775,1.74999926091896,1.99999915533596,"G","tree"
"701",3,6,"695","Rapanea umbellata",4,"4","4.5","RAUM",4,4.5,12.56636,15.904299375,4,63.6171975,50.26544,1.99999915533596,2.24999904975295,"G","tree"
"702",3,6,"696","Rapanea umbellata",2,"1.2","2","RAUM",1.2,2,1.1309724,3.14159,4,12.56636,4.5238896,0.599999746600787,0.999999577667978,"G","tree"
"703",3,6,"697","Chromolaena laevigata",3,"1.1+1","2.3","CHLA",1.1,2.3,1.735728475,4.154752775,4,16.6190111,6.9429139,0.743303123445082,1.14999951431817,"G","shrub"
"704",3,6,"698","Matayba elaeagnoides",3.2,"3.3+2.7","3.8+3.2","MAEL",3.3,3.8,14.27852655,19.3836103,4,77.5344412,57.1141062,2.13189966016291,2.48394742062387,"G","tree"
"705",3,7,"699","Gochnatia polymorpha",8,"11.7","14.2","GOPO",11.7,14.2,107.513063775,158.3675519,1,158.3675519,107.513063775,5.84999752935767,7.09999700144265,"G","tree"
"706",3,7,"700","Machaerium brasiliense",4.5,"5.5","7.2","MABR",5.5,7.2,23.758274375,40.7150064,1,40.7150064,23.758274375,2.74999883858694,3.59999847960472,"G","tree"
"707",3,7,"701","Rapanea umbellata",5,"5.2","6.3","RAUM",5.2,6.3,21.2371484,31.172426775,1,31.172426775,21.2371484,2.59999890193674,3.14999866965413,"G","tree"
"708",3,7,"702","Rapanea umbellata",6,"8","10.6","RAUM",8,10.6,50.26544,88.2472631,1,88.2472631,50.26544,3.99999831067191,5.29999776164028,"G","tree"
"709",3,7,"703","Rapanea umbellata",7,"6.6","8.4","RAUM",6.6,8.4,34.2119151,55.4176476,1,55.4176476,34.2119151,3.29999860630433,4.19999822620551,"G","tree"
"710",3,7,"704","Gochnatia polymorpha",7,"11.4","13.4","GOPO",11.4,13.4,102.0702591,141.0259751,1,141.0259751,102.0702591,5.69999759270748,6.69999717037545,"G","tree"
"711",3,7,"705","Myrcia fallax",3,"6.7+5.2","11.7","MYFA",6.7,11.7,56.493642175,107.513063775,1,107.513063775,56.493642175,4.2405759998887,5.84999752935767,"G","tree"
"712",3,7,"706","Pera obovata",6,"6","7.2","PEOB",6,7.2,28.27431,40.7150064,1,40.7150064,28.27431,2.99999873300394,3.59999847960472,"G","tree"
"713",3,7,"707","Gochnatia polymorpha",7,"7+9+8.9","14.6","GOPO",9,14.6,164.313010975,167.4153311,1,167.4153311,164.313010975,7.23204368224973,7.29999691697624,"G","tree"
"714",3,7,"708","Rapanea umbellata",5,"5.5","6.4","RAUM",5.5,6.4,23.758274375,32.1698816,1,32.1698816,23.758274375,2.74999883858694,3.19999864853753,"G","tree"
"715",3,7,"709","Rapanea umbellata",5,"3.7+1.8","4.5+2.6","RAUM",3.7,4.5,13.296779675,21.213586475,4,84.8543459,53.1871187,2.05730319227871,2.5985561945833,"G","tree"
"716",3,7,"710","Campomanesia adamantium",1.8,"1.2+1.2+1.3","3.9","CAAD",1.3,3.9,3.589266575,11.945895975,4,47.7835839,14.3570663,1.06887746490023,1.94999917645256,"S","shrub"
"717",3,7,"711","Rapanea umbellata",4,"2","2.2","RAUM",2,2.2,3.14159,3.8013239,4,15.2052956,12.56636,0.999999577667978,1.09999953543478,"G","tree"
"718",3,7,"712","Rapanea umbellata",3.5,"1.6","1.9","RAUM",1.6,1.9,2.0106176,2.835284975,4,11.3411399,8.0424704,0.799999662134383,0.949999598784579,"G","tree"
"719",3,7,"713","Rapanea umbellata",2.5,"1.1","1.6","RAUM",1.1,1.6,0.950330975,2.0106176,4,8.0424704,3.8013239,0.549999767717388,0.799999662134383,"G","tree"
"720",3,7,"714","Rapanea umbellata",6,"3.6","4.3","RAUM",3.6,4.3,10.1787516,14.521999775,4,58.0879991,40.7150064,1.79999923980236,2.14999909198615,"G","tree"
"721",3,7,"715","Rapanea umbellata",6,"4.6+3.5","4.7+5.3","RAUM",4.6,5.3,26.240130475,39.41124655,1,39.41124655,26.240130475,2.89006798275492,3.5418906538305,"G","tree"
"722",3,7,"716","Rapanea umbellata",2,"1.2","2.2","RAUM",1.2,2.2,1.1309724,3.8013239,4,15.2052956,4.5238896,0.599999746600787,1.09999953543478,"G","tree"
"723",3,7,"717","Rapanea umbellata",6,"4.2","6","RAUM",4.2,6,13.8544119,28.27431,1,28.27431,13.8544119,2.09999911310275,2.99999873300394,"G","tree"
"724",3,7,"718","Rapanea umbellata",6,"4.3+3.9+2","5.5+2.2+4.3","RAUM",4.3,5.5,29.60948575,42.08159805,1,42.08159805,29.60948575,3.07001499003557,3.65991648616844,"G","tree"
"725",3,7,"719","Ocotea corymbosa",3,"2.3","2.3","OCCO",2.3,2.3,4.154752775,4.154752775,4,16.6190111,16.6190111,1.14999951431817,1.14999951431817,"G","tree"
"726",3,7,"720","Myrcia fallax",2,"1","1.5","MYFA",1,1.5,0.7853975,1.767144375,4,7.0685775,3.14159,0.499999788833989,0.749999683250984,"G","tree"
"727",3,7,"721","Myrcia multiflora",3,"1.8","7","MYMU",1.8,7,2.5446879,38.4844775,1,38.4844775,2.5446879,0.89999961990118,3.49999852183792,"G","tree"
"728",3,7,"722","Rapanea umbellata",4,"2.2","2.3","RAUM",2.2,2.3,3.8013239,4.154752775,4,16.6190111,15.2052956,1.09999953543478,1.14999951431817,"G","tree"
"729",3,7,"723","Matayba elaeagnoides",2.5,"1.4","2","MAEL",1.4,2,1.5393791,3.14159,4,12.56636,6.1575164,0.699999704367585,0.999999577667978,"G","tree"
"730",3,7,"724","Symplocos pubescens",3,"1.5+1.5","2.7","SYPU",1.5,2.7,3.53428875,5.725547775,4,22.9021911,14.137155,1.06065972382907,1.34999942985177,"S","treelet"
"731",3,7,"725","Rapanea umbellata",4.5,"3.5","4.1","RAUM",3.5,4.1,9.621119375,13.202531975,4,52.8101279,38.4844775,1.74999926091896,2.04999913421936,"G","tree"
"732",3,7,"726","Ocotea corymbosa",3,"1.5","1.8","OCCO",1.5,1.8,1.767144375,2.5446879,4,10.1787516,7.0685775,0.749999683250984,0.89999961990118,"G","tree"
"733",3,7,"727","Rapanea umbellata",5,"2.1+1.2","2.5","RAUM",2.1,2.5,4.594575375,4.908734375,4,19.6349375,18.3783015,1.20933815150234,1.24999947208497,"G","tree"
"734",3,7,"728","Rapanea umbellata",4,"2.5","3.1","RAUM",2.5,3.1,4.908734375,7.547669975,4,30.1906799,19.6349375,1.24999947208497,1.54999934538537,"G","tree"
"735",3,7,"5888","Erythroxylum cunneifolium",3.5,"1.1","1.7","ERCU",1.1,1.7,0.950330975,2.269798775,4,9.0791951,3.8013239,0.549999767717388,0.849999641017781,"S","shrub"
"736",3,8,"729","Rapanea umbellata",4,"2.2","3","RAUM",2.2,3,3.8013239,7.0685775,4,28.27431,15.2052956,1.09999953543478,1.49999936650197,"G","tree"
"737",3,8,"730","Miconia albicans",2,"1.2+1.5+1.2+1.1","4.2+2.3+2+2+4.8+3.4+2.2","MIAL",1.5,4.8,4.97942015,55.268422075,4,221.0736883,19.9176806,1.25896729949899,4.19433965485045,"S","treelet"
"738",3,8,"731","Tabebuia ochracea",2,"4","6.6","TAOC",4,6.6,12.56636,34.2119151,1,34.2119151,12.56636,1.99999915533596,3.29999860630433,"G","tree"
"739",3,8,"732","Tapirira guianensis",5,"9","6.9","TAGU",9,6.9,63.6171975,37.392774975,1,37.392774975,63.6171975,4.4999980995059,3.44999854295453,"G","tree"
"740",3,8,"733","Rapanea umbellata",2.5,"2.5+2.5+3+2.3","3+4+4.3","RAUM",3,4.3,21.040799025,34.156937275,4,136.6277491,84.1631961,2.58795176594614,3.29734602618411,"G","tree"
"741",3,8,"734","Pera obovata",5,"5.3","5.8","PEOB",5.3,5.8,22.061815775,26.4207719,1,26.4207719,22.061815775,2.64999888082014,2.89999877523714,"G","tree"
"742",3,8,"735","Pera obovata",5,"5.4","6.4","PEOB",5.4,6.4,22.9021911,32.1698816,1,32.1698816,22.9021911,2.69999885970354,3.19999864853753,"G","tree"
"743",3,8,"736","Bowdichia virgilioides",8,"16","14.5","BOVI",16,14.5,201.06176,165.129824375,1,165.129824375,201.06176,7.99999662134383,7.24999693809284,"S","tree"
"744",3,8,"737","Tapirira guianensis",6,"6.2","7.1","TAGU",6.2,7.1,30.1906799,39.591887975,1,39.591887975,30.1906799,3.09999869077073,3.54999850072132,"G","tree"
"745",3,8,"738","Tapirira guianensis",7,"10.2","11.1","TAGU",10.2,11.1,81.7127559,96.768825975,1,96.768825975,81.7127559,5.09999784610669,5.54999765605728,"G","tree"
"746",3,8,"739","Machaerium brasiliense",6,"5.9","6.8","MABR",5.9,6.8,27.339686975,36.3167804,1,36.3167804,27.339686975,2.94999875412054,3.39999856407113,"G","tree"
"747",3,8,"740","Gochnatia polymorpha",5,"5.3","7.5","GOPO",5.3,7.5,22.061815775,44.178609375,1,44.178609375,22.061815775,2.64999888082014,3.74999841625492,"G","tree"
"748",3,8,"741","Ocotea corymbosa",4,"5.3","6.2","OCCO",5.3,6.2,22.061815775,30.1906799,1,30.1906799,22.061815775,2.64999888082014,3.09999869077073,"G","tree"
"749",3,8,"742","Myrcia multiflora",4.5,"5.6+5.3+7.4","13.8","MYMU",7.4,13.8,89.700248475,149.5710999,1,149.5710999,89.700248475,5.34345168245536,6.89999708590905,"G","tree"
"750",3,8,"743","Rapanea umbellata",4,"5.5","6.9","RAUM",5.5,6.9,23.758274375,37.392774975,1,37.392774975,23.758274375,2.74999883858694,3.44999854295453,"G","tree"
"751",3,9,"744","Connarus suberosus",2,"1.4","3.2","COSU",1.4,3.2,1.5393791,8.0424704,4,32.1698816,6.1575164,0.699999704367585,1.59999932426877,"S","treelet"
"752",3,9,"745","Stryphnodendron rotundifolium",1.8,"1.2","3","STRO",1.2,3,1.1309724,7.0685775,4,28.27431,4.5238896,0.599999746600787,1.49999936650197,"S","tree"
"753",3,9,"746","Diospyros hispida",1.8,"1","4.8","DIBU",1,4.8,0.7853975,18.0955584,4,72.3822336,3.14159,0.499999788833989,2.39999898640315,"S","tree"
"754",3,9,"747","Rapanea umbellata",2.5,"1.3","2.4","RAUM",1.3,2.4,1.327321775,4.5238896,4,18.0955584,5.3092871,0.649999725484186,1.19999949320157,"G","tree"
"755",3,9,"748","Vochysia tucanorum",6,"6.7","9","VOTU",6.7,9,35.256493775,63.6171975,1,63.6171975,35.256493775,3.34999858518773,4.4999980995059,"G","tree"
"756",3,9,"749","Gochnatia polymorpha",6,"5.8+6.8","8.6+8.2","GOPO",6.8,8.6,62.7375523,110.898127,1,110.898127,62.7375523,4.46877870699172,5.94137780177002,"G","tree"
"757",3,9,"750","Pera obovata",6,"8","9.3","PEOB",8,9.3,50.26544,67.929029775,1,67.929029775,50.26544,3.99999831067191,4.6499980361561,"G","tree"
"758",3,9,"751","Gochnatia polymorpha",3.5,"7.8","9.2","GOPO",7.8,9.2,47.7835839,66.4760444,1,66.4760444,47.7835839,3.89999835290511,4.5999980572727,"G","tree"
"759",3,9,"752","Vochysia tucanorum",4,"5.9","8.8","VOTU",5.9,8.8,27.339686975,60.8211824,1,60.8211824,27.339686975,2.94999875412054,4.3999981417391,"G","tree"
"760",3,9,"753","Gochnatia polymorpha",4,"5.5","8.2","GOPO",5.5,8.2,23.758274375,52.8101279,1,52.8101279,23.758274375,2.74999883858694,4.09999826843871,"G","tree"
"761",3,9,"754","Gochnatia polymorpha",6,"15+10.6","22.5","GOPO",15,22.5,264.9617006,397.607484375,1,397.607484375,264.9617006,9.18367730057245,11.2499952487648,"G","tree"
"762",3,10,"755","Rapanea umbellata",4.5,"2.9","3.9","RAUM",2.9,3.9,6.605192975,11.945895975,4,47.7835839,26.4207719,1.44999938761857,1.94999917645256,"G","tree"
"763",3,10,"756","Erythroxylum cunneifolium",2.8,"1.5+1.2","2","ERCU",1.5,2,2.898116775,3.14159,4,12.56636,11.5924671,0.960468229978267,0.999999577667978,"S","shrub"
"764",3,10,"757","Rapanea umbellata",3,"3.1","3.9","RAUM",3.1,3.9,7.547669975,11.945895975,4,47.7835839,30.1906799,1.54999934538537,1.94999917645256,"G","tree"
"765",3,10,"758","Chrysophyllum marginatum",4,"3.5","4.8","CHMA",3.5,4.8,9.621119375,18.0955584,4,72.3822336,38.4844775,1.74999926091896,2.39999898640315,"G","tree"
"766",3,10,"759","Rapanea umbellata",2.5,"1.6","2.9","RAUM",1.6,2.9,2.0106176,6.605192975,4,26.4207719,8.0424704,0.799999662134383,1.44999938761857,"G","tree"
"767",3,10,"760","Rapanea umbellata",3,"2.5","3.3","RAUM",2.5,3.3,4.908734375,8.552978775,4,34.2119151,19.6349375,1.24999947208497,1.64999930315216,"G","tree"
"768",3,10,"761","Rapanea umbellata",2.5,"1.2","1.5","RAUM",1.2,1.5,1.1309724,1.767144375,4,7.0685775,4.5238896,0.599999746600787,0.749999683250984,"G","tree"
"769",3,10,"762","Miconia albicans",3,"1+1+1","1.3+1.5","MIAL",1,1.5,2.3561925,3.09446615,4,12.3778646,9.42477,0.866025038034179,0.992471242911397,"S","treelet"
"770",3,10,"763","Matayba elaeagnoides",2,"1.9","2.4","MAEL",1.9,2.4,2.835284975,4.5238896,4,18.0955584,11.3411399,0.949999598784579,1.19999949320157,"G","tree"
"771",3,10,"764","Lacistema hasslerianum",1.8,"1","1.5","LAHA",1,1.5,0.7853975,1.767144375,4,7.0685775,3.14159,0.499999788833989,0.749999683250984,"G","treelet"
"772",3,10,"765","Campomanesia adamantium",1.8,"1","2.7","CAAD",1,2.7,0.7853975,5.725547775,4,22.9021911,3.14159,0.499999788833989,1.34999942985177,"S","shrub"
"773",3,10,"766","Campomanesia adamantium",1.8,"0.2","3","CAAD",0.2,3,0.0314159,7.0685775,4,28.27431,0.1256636,0.0999999577667978,1.49999936650197,"S","shrub"
"774",3,10,"767","Campomanesia adamantium",1.8,"1.2","3.4","CAAD",1.2,3.4,1.1309724,9.0791951,4,36.3167804,4.5238896,0.599999746600787,1.69999928203556,"S","shrub"
"775",3,10,"768","Campomanesia adamantium",1.6,"1.4","2.1","CAAD",1.4,2.1,1.5393791,3.463602975,4,13.8544119,6.1575164,0.699999704367585,1.04999955655138,"S","shrub"
"776",3,10,"769","Campomanesia adamantium",1.8,"1.2+1.5+1.5","3.2","CAAD",1.5,3.2,4.66526115,8.0424704,4,32.1698816,18.6610446,1.21860524603916,1.59999932426877,"S","shrub"
"777",3,10,"770","Campomanesia adamantium",1.6,"1.2","2.3","CAAD",1.2,2.3,1.1309724,4.154752775,4,16.6190111,4.5238896,0.599999746600787,1.14999951431817,"S","shrub"
"778",3,10,"771","Campomanesia adamantium",1.8,"1.2+1.2","3","CAAD",1.2,3,2.2619448,7.0685775,4,28.27431,9.0477792,0.848527779063253,1.49999936650197,"S","shrub"
"779",3,10,"772","Rapanea umbellata",5,"1.8+2.5","3.6","RAUM",2.5,3.6,7.453422275,10.1787516,4,40.7150064,29.8136891,1.54029152956023,1.79999923980236,"G","tree"
"780",3,10,"773","Campomanesia adamantium",1.8,"1.3","3.5","CAAD",1.3,3.5,1.327321775,9.621119375,4,38.4844775,5.3092871,0.649999725484186,1.74999926091896,"S","shrub"
"781",3,10,"774","Rapanea umbellata",5,"3.9","4.3","RAUM",3.9,4.3,11.945895975,14.521999775,4,58.0879991,47.7835839,1.94999917645256,2.14999909198615,"G","tree"
"782",3,10,"775","Rapanea umbellata",4,"4","4.7","RAUM",4,4.7,12.56636,17.349430775,4,69.3977231,50.26544,1.99999915533596,2.34999900751975,"G","tree"
"783",3,10,"776","Rapanea umbellata",4.5,"3.5","4.1","RAUM",3.5,4.1,9.621119375,13.202531975,4,52.8101279,38.4844775,1.74999926091896,2.04999913421936,"G","tree"
"784",3,10,"777","Rapanea umbellata",2.5,"1.5","2.4","RAUM",1.5,2.4,1.767144375,4.5238896,4,18.0955584,7.0685775,0.749999683250984,1.19999949320157,"G","tree"
"785",3,10,"778","Rapanea umbellata",6,"13.1","13.6","RAUM",13.1,13.6,134.782064975,145.2671216,1,145.2671216,134.782064975,6.54999723372526,6.79999712814225,"G","tree"
"786",3,10,"779","Leptolobium elegans",4,"8.3","9.8","LEEL",8.3,9.8,54.106033775,75.4295759,1,75.4295759,54.106033775,4.14999824732211,4.89999793057309,"S","tree"
"787",3,10,"780","Vochysia tucanorum",5,"10","11.9","VOTU",10,11.9,78.53975,111.220139975,1,111.220139975,78.53975,4.99999788833989,5.94999748712447,"G","tree"
"788",3,10,"781","Vochysia tucanorum",5,"8.1","7.3+9.4","VOTU",8.1,9.4,51.529929975,111.251555875,1,111.251555875,51.529929975,4.04999828955531,5.95083776357085,"G","tree"
"789",3,10,"782","Gochnatia polymorpha",4,"5.3","5.6","GOPO",5.3,5.6,22.061815775,24.6300656,1,24.6300656,22.061815775,2.64999888082014,2.79999881747034,"G","tree"
"790",3,10,"783","Myrcia fallax",5.2,"7.5","5.1+6.5+7.8+6","MYFA",7.5,7.8,44.178609375,129.66912725,1,129.66912725,44.178609375,3.74999841625492,6.42455952859797,"G","tree"
"791",3,10,"784","Myrcia fallax",2.5,"5","5.5+5.3","MYFA",5,5.5,19.6349375,45.82009015,1,45.82009015,19.6349375,2.49999894416995,3.81902967788646,"G","tree"
"792",3,10,"785","Leptolobium elegans",4,"7.4","8.1","LEEL",7.4,8.1,43.0083671,51.529929975,1,51.529929975,43.0083671,3.69999843737152,4.04999828955531,"S","tree"
"793",3,10,"786","Gochnatia polymorpha",6,"9.8+5.5+6.2","9.2+10","GOPO",9.8,10,129.378530175,145.0157944,1,145.0157944,129.378530175,6.41735655972382,6.79411223121285,"G","tree"
"794",3,10,"787","Matayba elaeagnoides",5.6,"8","11","MAEL",8,11,50.26544,95.0330975,1,95.0330975,50.26544,3.99999831067191,5.49999767717388,"G","tree"
"795",4,1,"788","Zeyheria tuberculosa",2.2,"1.6","2.9","ZETU",1.6,2.9,2.0106176,6.605192975,4,26.4207719,8.0424704,0.799999662134383,1.44999938761857,"G","tree"
"796",4,1,"789","Myrcia multiflora",6,"2.4","3.1","MYMU",2.4,3.1,4.5238896,7.547669975,4,30.1906799,18.0955584,1.19999949320157,1.54999934538537,"G","tree"
"797",4,1,"790","Myrcia multiflora",5,"1.5","2.1","MYMU",1.5,2.1,1.767144375,3.463602975,4,13.8544119,7.0685775,0.749999683250984,1.04999955655138,"G","tree"
"798",4,1,"791","Nectandra oppositifolia",6,"4","4.5","NEOP",4,4.5,12.56636,15.904299375,4,63.6171975,50.26544,1.99999915533596,2.24999904975295,"F","tree"
"799",4,1,"792","Cordia sellowiana",3.3,"2.1","3.2","COSE",2.1,3.2,3.463602975,8.0424704,4,32.1698816,13.8544119,1.04999955655138,1.59999932426877,"F","tree"
"800",4,1,"793","Myrcia tomentosa",3.3,"2.9","3.3","MYTO",2.9,3.3,6.605192975,8.552978775,4,34.2119151,26.4207719,1.44999938761857,1.64999930315216,"G","tree"
"801",4,1,"794","Alibertia edulis",NA,"2.9","3.9","ALED",2.9,3.9,6.605192975,11.945895975,4,47.7835839,26.4207719,1.44999938761857,1.94999917645256,"F","treelet"
"802",4,1,"795","Luehea grandiflora",9,"24","37.3","LUGR",24,37.3,452.38896,1092.715687775,1,1092.715687775,452.38896,11.9999949320157,18.6499921235078,"G","tree"
"803",4,1,"796","Ocotea minarum",8,"9","9.9","OCMI",9,9.9,63.6171975,76.976808975,1,76.976808975,63.6171975,4.4999980995059,4.94999790945649,"G","tree"
"804",4,1,"797","Cupania vernalis",4,"9.6","10.3","CUVE",9.6,10.3,72.3822336,83.322820775,1,83.322820775,72.3822336,4.7999979728063,5.14999782499009,"F","tree"
"805",4,1,"798","Luehea candicans",4,"7.1","7.1","LUCA",7.1,7.1,39.591887975,39.591887975,1,39.591887975,39.591887975,3.54999850072132,3.54999850072132,"G","tree"
"806",4,1,"799","Luehea candicans",4,"6.3","6.2","LUCA",6.3,6.2,31.172426775,30.1906799,1,30.1906799,31.172426775,3.14999866965413,3.09999869077073,"G","tree"
"807",4,1,"800","Luehea candicans",4,"5.8","6","LUCA",5.8,6,26.4207719,28.27431,1,28.27431,26.4207719,2.89999877523714,2.99999873300394,"G","tree"
"808",4,1,"801","Matayba elaeagnoides",2,"5.4","5.9","MAEL",5.4,5.9,22.9021911,27.339686975,1,27.339686975,22.9021911,2.69999885970354,2.94999875412054,"G","tree"
"809",4,1,"802","Platypodium elegans",8,"16+12.5","28.5","PLEL",16,28.5,323.780119375,637.939119375,1,637.939119375,323.780119375,10.1519659646214,14.2499939817687,"F","tree"
"810",4,1,"803","Ocotea velutina",8,"6","6.1","OCVE2",6,6.1,28.27431,29.224640975,1,29.224640975,28.27431,2.99999873300394,3.04999871188733,"F","tree"
"811",4,1,"804","Matayba elaeagnoides",3,"5.5","6","MAEL",5.5,6,23.758274375,28.27431,1,28.27431,23.758274375,2.74999883858694,2.99999873300394,"G","tree"
"812",4,1,"805","Pera obovata",9,"7.2","7.8","PEOB",7.2,7.8,40.7150064,47.7835839,1,47.7835839,40.7150064,3.59999847960472,3.89999835290511,"G","tree"
"813",4,1,"806","Myrcia tomentosa",6,"7.4","9.2","MYTO",7.4,9.2,43.0083671,66.4760444,1,66.4760444,43.0083671,3.69999843737152,4.5999980572727,"G","tree"
"814",4,1,"807","Matayba elaeagnoides",5,"13.7","14.9","MAEL",13.7,14.9,147.411256775,174.366098975,1,174.366098975,147.411256775,6.84999710702565,7.44999685362644,"G","tree"
